"","fueltype","aspiration","doornumber","enginelocation","wheelbase","carlength","carwidth","carheight","curbweight","enginesize","boreratio","stroke","compressionratio","horsepower","peakrpm","citympg","highwaympg","price","carbodyhardtop","carbodyhatchback","carbodysedan","carbodywagon","carbodyconvertible","symboling2","symboling3","symboling4","symboling5","symboling6","symboling1","drivewheelfwd","drivewheelrwd","drivewheel4wd","enginetypedohcv","enginetypel","enginetypeohc","enginetypeohcf","enginetypeohcv","enginetyperotor","enginetypedohc","cylindernumberfive","cylindernumberfour","cylindernumbersix","cylindernumberthree","cylindernumbertwelve","cylindernumbertwo","cylindernumbereight","fuelsystem2bbl","fuelsystem4bbl","fuelsystemidi","fuelsystemmfi","fuelsystemmpfi","fuelsystemspdi","fuelsystemspfi","fuelsystem1bbl","CarNameaudi","CarNamebmw","CarNamebuick","CarNamechevrolet","CarNamedodge","CarNamehonda","CarNameisuzu","CarNamejaguar","CarNamemaxda","CarNamemazda","CarNamemercury","CarNamemitsubishi","CarNamenissan","CarNamepeugeot","CarNameplymouth","CarNameporsche","CarNamerenault","CarNamesaab","CarNamesubaru","CarNametoyota","CarNamevolkswagen","CarNamevolvo","CarNamealpha"
"boreratio",0.0544510292137317,-0.212614195101321,0.119258223897127,-0.185041941894201,0.488749875275666,0.606454357984969,0.559149908602391,0.17107092150966,0.661818967201565,0.638086873554565,1,-0.0559089825200891,-0.0993264268107778,0.577380670846024,-0.257775442057493,-0.587415575033539,-0.593680765223291,0.553173236798444,0.208089272610168,-0.227031791396575,0.0305165453051899,0.105719344387606,0.104056062080041,0.172975461148858,0.166527878496293,-0.431064809421955,-0.0404022392529318,0.151976146775378,0.179027895427565,-0.58308674202044,0.574104941956344,0.0486615989862043,0.158136260605691,0.181728941053548,-0.410382700188666,0.326797547407939,0.119509146113231,0.000127347730674477,0.067904496966747,-0.00779713280579206,-0.164075808481709,0.128364996989977,-0.108773982614866,0.0544817972190671,0.000127347730674477,0.211989420771167,-0.353342043061946,0.000110013045121432,0.0544510292137317,0.0700299667270607,0.419334786231529,-0.00421275326912378,0.0259768197877455,-0.25972532182364,-0.109189172622329,0.107398714297653,0.205292312657043,-0.153248171854116,-0.186629268550005,-0.296839469662559,-0.0677489927188045,0.121894453994516,-0.110123018013071,0.00302684264648773,0.116674475251041,-0.076070986564364,-0.0864810054010703,0.2229510981987,-0.144979361116789,0.286896536325105,0.0478484065248007,0.0280060503514446,0.267866358200317,-0.0792029483012429,-0.184355081820218,0.293457502116739,-0.0555199167712684
"stroke",0.241828821291122,-0.22298217703519,-0.0110816438841145,0.138455488693962,0.160959047297263,0.129532611127912,0.182941692514218,-0.0553066736987878,0.148735558249398,0.229550916316724,-0.0559089825200891,1,-0.0379290550818071,0.135641879386526,-0.0652429479921955,-0.0475981164133757,-0.0505451828668957,0.079443083881931,0.0432145108315381,0.0523163631715962,0.0356303625558801,-0.0950837294032974,-0.117717598546978,0.108863752651946,-0.0808753005654065,0.00876541186187907,0.0187631871802564,-0.00443558692572381,-0.0410653734652282,0.124396839077255,-0.0223248279476628,-0.24649925499682,-0.0325449013638044,-0.0846881269464885,0.36608420626821,-0.522808217675212,-0.0448133825251062,-0.000186976471579754,0.0222534359669619,0.176484945739485,-0.111046380138975,0.0683878825821046,-0.0504495099638176,-0.110877563988862,-0.000186976471579754,-0.0269972911905127,-0.234866291219992,-0.000161525069159888,0.241828821291122,0.144263108561326,-0.110280164708652,0.251258902629226,-0.00568798846378467,0.178348263821998,0.0869021840699724,-0.0566321411715249,0.114073425156293,-0.0670360708595573,0.0754452414493837,0.172090505104248,-0.0385171531454208,0.173192880037987,-0.0334470495120587,0.0466318408580634,-0.0303068252888027,0.19832371865234,0.0574412889946397,-0.0726273829953859,0.0723053982841688,-0.137180756332432,0.204520736812745,-0.195425834649829,-0.509133212050183,-0.000570042099076312,0.115246099369962,-0.0823150846684087,-0.121574535387648
"compressionratio",0.692421457637222,0.112413290654573,0.0930142764754079,-0.0600343465092262,0.0418484352682025,-0.0319872337027871,-0.0120526804517217,0.153309425847583,-0.069431051160351,-0.0846638968065781,-0.0993264268107778,-0.0379290550818071,1,-0.368052172307364,-0.245175794696519,0.461180648956153,0.413252870249525,-0.057434962759658,0.0778239974903049,-0.159740030521382,0.122138124865542,0.0119025838671574,-0.024698178674799,0.077223494933481,0.0202778005847542,-0.0310894507152196,0.132365046713192,-0.189369113832185,-0.0309873311358546,-0.00948591265521027,0.0825731486816808,-0.171856250357486,0.0737103845727132,0.104212371845184,-0.00979873164642778,-0.0336696602968327,-0.0817116489436945,0.053689334482223,-0.0168433211926573,0.0338752184323184,0.0109184305311423,-0.0545140573638881,0.0344905215188142,0.147443727114043,0.053689334482223,-0.0957084411267138,0.0214133647949159,0.0463810948624641,0.692421457637222,-0.161608793750681,-0.271100608993214,-0.422599768717554,0.0109586036864747,-0.000547362514486394,-0.13909261168734,-0.109563721648949,0.109431564574034,0.0691365142737342,-0.102234911748999,0.0452128018707432,0.0260313092876544,-0.00186039428942878,-0.00670475234479984,0.0330656742957645,-0.0831690676428827,-0.291159417602149,0.0435400545294306,0.0979014397621037,-0.0819153782229079,0.0956047483410944,-0.0400657773614011,0.027502345605538,-0.0680591913240519,0.0947212759369165,0.152169050240945,0.0188387573624446,-0.00823191172458437
"horsepower",-0.171361243131846,-0.310387133197794,-0.0886137822054104,-0.225992927068035,0.41723085471843,0.614634793726968,0.650014682717234,-0.0543737677923916,0.784932873736402,0.822290196389228,0.577380670846024,0.135641879386526,-0.368052172307364,1,0.114739419235113,-0.870427565489659,-0.854897162285023,0.770554826220172,0.165356480379409,-0.0622170014181683,-0.0157181536161379,-0.0459325468957883,0.120761678686018,0.171294997867893,-0.0455721165370055,-0.26088357945308,-0.150616444671745,0.370065494462788,0.106531718239162,-0.561315126117822,0.589607784699214,-0.0402393945465382,0.12983590839857,-0.04555110946921,-0.410093026446404,-0.000545821079984438,0.431032433873464,0.0347292586940611,0.322366474784825,0.153116959636409,-0.626362250652965,0.55303106644294,-0.114665717650953,0.12983590839857,0.0347292586940611,0.279648879720665,-0.598899900986206,-0.00173000226200349,-0.171361243131846,0.093375139601711,0.670992670891806,0.159605591455146,-0.024586171211655,-0.146760271919714,0.112527084915728,0.184647442408648,0.242520328496365,-0.144834575338257,-0.0993176568317077,-0.169245508783082,-0.105716074264471,0.225992927068035,-0.101748781647464,-0.117029637713586,0.12983590839857,0.0208322871551501,-0.00968431511013043,-0.0120009278599573,-0.0849522294361114,0.274805349782955,-0.0348556321970176,0.134059517968364,-0.116206562500694,-0.114385753800643,-0.155671770500262,0.193567526452788,0.0891102919516185
"peakrpm",-0.502255280852917,0.179074728358183,-0.230415198726126,-0.191933657402943,-0.35715688040568,-0.278963381598007,-0.209761852095934,-0.3205849019412,-0.252512822341249,-0.23366178842967,-0.257775442057493,-0.0652429479921955,-0.245175794696519,0.114739419235113,1,-0.114555975133359,-0.0323634024511978,-0.0835063118674976,-0.0461796940269381,0.150921445733263,-0.0761904481673718,-0.0822264965635481,0.0136528198411732,-0.181098760324475,-0.222757664735997,0.186716694701038,0.00683228946151468,0.205207665692848,0.0534387620576305,0.160938089994105,-0.123671425481638,-0.0954429894730563,0.102311696240112,-0.228346871668098,0.0718427769458456,-0.081152427454617,-0.0542269291582224,0.222176521732837,0.0762807337025751,-0.0136685195815783,-0.0445062787681548,0.0200098805680731,-0.00112558391159456,-0.0170390116272417,0.222176521732837,-0.0923858753249476,-0.075149155009629,0.191933657402943,-0.502255280852917,-0.0170390116272417,0.153202213554325,0.0831413899447907,-0.0170390116272417,0.293534529780885,0.16792174088851,-0.0175530315669372,-0.283780992444946,0.0534387620576305,0.13725786855626,0.337023638085265,0.0137638394315309,-0.0758231402646616,-0.0241560801463184,-0.0236759481249554,-0.0170390116272417,0.0959041024584646,0.0498588183666849,-0.237537029497595,0.106870119212276,0.223864825028384,-0.00159573194588436,0.0892968216638893,-0.188202148479715,-0.291009336737012,0.0266901932933957,0.0994957821342104,-0.0296581751495573
"citympg",0.259399746957736,0.204257356703142,0.0110088114893798,0.159927680666838,-0.464306730325749,-0.666599601995698,-0.648283648353421,-0.0412865539761956,-0.775924369758327,-0.699871577026415,-0.587415575033539,-0.0475981164133757,0.461180648956153,-0.870427565489659,-0.114555975133359,1,0.969296298202886,-0.707175968066271,-0.113226460738531,0.109918814145529,0.0246983640244681,-0.0633610256805836,-0.129259376586997,-0.130244496330728,-0.0335514582671022,0.298749117551957,0.155249593362775,-0.363651479631181,-0.074240654334485,0.579120765550567,-0.561547480442409,-0.0687290978067143,-0.0918805555857246,-0.0541268526853287,0.416927676347564,-0.0283181649652483,-0.351218984622182,-0.190849807246375,-0.205849798909017,-0.214139844474461,0.57874327352786,-0.401547167759839,0.146687473242107,-0.137322084886264,-0.190849807246375,-0.24854407734762,0.550916417441604,-0.159927680666838,0.259399746957736,-0.069159790935455,-0.662800409877374,-0.12667863873231,-0.0123578793097808,0.178514998190993,-0.190089728273058,-0.18679674426119,-0.215407410075558,0.25532483155918,0.101256222241699,0.187911424809585,0.135328340724064,-0.212658158409824,0.0871662686808599,-0.000963707184681224,-0.069159790935455,-0.00695498823804131,0.0766850490336254,-0.101741270322399,0.093205834777887,-0.197233366515533,-0.0336252032405661,-0.133955136324784,0.0503933991576563,0.16833421716956,0.141427166891869,-0.150915646513926,-0.0940145834881049
"highwaympg",0.173119712409937,0.259300192433317,-0.0197984075259807,0.106118253361376,-0.548525137886244,-0.710789591999036,-0.691952581034953,-0.107385337856712,-0.820453625910772,-0.712834162589004,-0.593680765223291,-0.0505451828668957,0.413252870249525,-0.854897162285023,-0.0323634024511978,0.969296298202886,1,-0.725882432239863,-0.104289988752796,0.143344436426854,0.0161939330622525,-0.106859780480182,-0.123939484418552,-0.1782016976613,-0.0695634205541878,0.313822827549513,0.186778787439273,-0.31875633889926,-0.0869852349452969,0.620939022020154,-0.585918401913202,-0.111832584081492,-0.0279898199715113,-0.0996843903971437,0.456637487722498,-0.0417460361466513,-0.380565264652982,-0.167134830972966,-0.223653324176478,-0.248131691976085,0.591363537691996,-0.383779748105696,0.136892740205495,-0.148903697434649,-0.167134830972966,-0.281659497775854,0.56868972953806,-0.144384290193535,0.173119712409937,-0.0719585026853797,-0.629179254516843,-0.108094498358892,-0.0169976492930442,0.158040498249367,-0.189030255883289,-0.163611430745923,-0.302028128729887,0.23827607812805,0.119928730719708,0.166230956654191,0.120786516501471,-0.233671709468571,0.0616119116381515,0.0464801227199829,-0.0719585026853797,0.0248181407988874,0.0978678869662265,-0.146173390001546,0.106168805159827,-0.112857545970376,0.00706959627680208,-0.0875909947106789,0.00797284156912021,0.142466945715143,0.151515817524139,-0.176760880593908,-0.0742298893345774
"price",0.105679482359739,-0.177926224630978,0.0318352658456097,-0.324973301080956,0.57781559829215,0.682920015677962,0.759325299741511,0.119336226570494,0.808889948270402,0.834670544462258,0.553173236798444,0.079443083881931,-0.057434962759658,0.770554826220172,-0.0835063118674976,-0.707175968066271,-0.725882432239863,1,0.225854011910549,-0.262039221422601,0.125716482347138,-0.0423097121568787,0.187681208429073,0.176377796614932,0.0953242160740837,-0.243035891152043,-0.170937096733223,0.19277500937605,0.0383056216079627,-0.601950296533091,0.638956538661876,-0.0588661386105133,0.159225043861557,0.0422672377665423,-0.344270145926322,0.0162848703533139,0.3859912817452,-0.00454415537440957,0.151428775485195,0.249605919724063,-0.697761659876813,0.474977906728827,-0.0713877540389914,0.199633568364637,-0.00454415537440957,0.478614426802932,-0.501374342496575,-0.0173060425939321,0.105679482359739,-0.00274729269698533,0.517074989268074,-0.0614748466504251,-0.0195801512572418,-0.164906582062753,0.108116554085257,0.324730687974952,0.515094050057133,-0.111167929359623,-0.145233314273373,-0.166260264713486,-0.0771821520324355,0.326074320280554,-0.0950531084117658,-0.0689667375405759,0.0283442973054925,-0.131810787224937,-0.111382618826668,0.0661047582037591,-0.125359353729101,0.359580775936153,-0.0458557790913384,0.0424139126502479,-0.148167054232205,-0.182997065707298,-0.100099578288877,0.14301723757706,0.0339729071651019
"carbodyhardtop",0.018635177989254,0.0290742006189154,-0.227792565516703,-0.394977981458113,-0.00860757938180898,0.0472918210033842,0.0663600071575192,-0.0723277573150209,0.101465961396038,0.240627737152877,0.208089272610168,0.0432145108315381,0.0778239974903049,0.165356480379409,-0.0461796940269381,-0.113226460738531,-0.104289988752796,0.225854011910549,1,-0.145108888716399,-0.189118601624406,-0.0751009848432222,-0.034991371681256,-0.0698711153539936,-0.0867107500002729,-0.0633231334393742,0.190942654858268,0.0704906864985844,-0.0245582164637169,-0.188307994958956,0.210390318794948,-0.0431822333022753,-0.014109018297973,-0.0502485864348931,-0.0436064500000321,0.136835083428905,0.0509238202727379,-0.0284278390132268,-0.0502485864348931,0.0637985117094222,-0.133132120752093,0.0833169721531139,-0.014109018297973,-0.014109018297973,-0.0284278390132268,0.131433428749665,-0.0849464135970896,-0.0245582164637169,0.018635177989254,-0.014109018297973,0.117875724169632,-0.0431822333022753,-0.014109018297973,-0.0502485864348931,-0.0378903228091305,-0.0406091370558376,0.219543147208122,-0.0245582164637169,-0.0431822333022753,-0.0524364089937103,-0.0284278390132268,-0.0245582164637169,-0.0200022503797587,-0.0566214138326502,-0.014109018297973,-0.0524364089937103,0.0264846765029208,-0.0479852053882834,-0.0378903228091305,0.294729506893189,-0.0200022503797587,-0.034991371681256,-0.0502485864348931,0.121539739528579,-0.0502485864348931,-0.0479852053882834,-0.0245582164637169
"carbodyhatchback",-0.202092938623683,-0.00978565400627127,-0.606687673591053,0.0877540316852035,-0.386093731640759,-0.436268752765591,-0.222307828136427,-0.477475933170642,-0.285681367154442,-0.214278213136035,-0.227031791396575,0.0523163631715962,-0.159740030521382,-0.0622170014181683,0.150921445733263,0.109918814145529,0.143344436426854,-0.262039221422601,-0.145108888716399,1,-0.67577870663893,-0.268358828633138,-0.12503489183599,-0.183200077879203,-0.326292424206713,0.199929031874281,0.0587590796909427,0.32793251986577,-0.0877540316852035,0.167552114179045,-0.14804621508638,-0.0538837095105718,0.0972305585328247,-0.135733967442439,0.0565597118629378,-0.0838206303873316,-0.0185312329165275,0.195906944534502,-0.00427508558873823,-0.125815844210373,0.0667574287438139,-0.0702346950692884,0.0972305585328247,-0.0504158451651683,0.195906944534502,-0.0471685035258458,0.120288123664194,0.169239918250035,-0.202092938623683,0.0972305585328247,-0.208463019960072,0.197165391618229,0.0972305585328247,0.171003423549529,-0.0787494157894824,-0.145108888716399,-0.145108888716399,0.0835752682716224,0.0967457511667084,0.108098858679744,-0.0272092978520141,-0.0877540316852035,0.137843040193431,0.113687751559829,0.0972305585328247,0.192518919743925,-0.0416672561238709,-0.171465840782279,0.0911835340720322,0.0195180014589707,0.0331844356021222,0.0580519140667097,-0.0480947128733051,0.0871016946006915,-0.135733967442439,-0.171465840782279,-0.00208938170679056
"carbodysedan",0.185623200600144,-0.0171109734731329,0.515045680562636,0.114368733066687,0.29108550843565,0.269646614678944,0.154636664620052,0.235863381404453,0.0859986944427664,0.0623763102314284,0.0305165453051899,0.0356303625558801,0.122138124865542,-0.0157181536161379,-0.0761904481673718,0.0246983640244681,0.0161939330622525,0.125716482347138,-0.189118601624406,-0.67577870663893,1,-0.349748708391334,-0.162956412301495,0.0851999579726262,0.242269215108429,-0.0507736779085102,-0.0265402166198873,-0.365505779429564,0.129856165669468,0.0159711060274109,0.00829332661117547,-0.0579563719834637,-0.065706341091093,0.0574868209366191,0.0805709952859602,-0.075993561966648,-0.00352209729733755,-0.13238974159911,-0.0257979726464687,0.0802034660311971,-0.0341778582964244,0.053544322542601,-0.065706341091093,0.0746040747805119,-0.13238974159911,-0.0216395972987905,-0.0608300293984054,-0.114368733066687,0.185623200600144,-0.065706341091093,0.0780936779406935,-0.105671457351376,-0.065706341091093,-0.109082766229556,0.0926924208445464,0.214728412261044,0.0128049053183191,-0.0329604334879689,-0.0579563719834637,-0.0436348720725708,0.0796407039307147,0.129856165669468,-0.0931513914210947,-0.000915585083935518,-0.065706341091093,-0.083747646847804,0.0197142355110169,0.0802034660311971,-0.0687972075390118,-0.148385810048849,-0.0931513914210947,0.0110335070829137,-0.0257979726464687,-0.134277729631311,0.140771614519707,0.123585288026963,-0.114368733066687
"carbodywagon",0.0281832271802626,-0.0189076798550313,0.329690236697894,0.0454170262195475,0.210899312759944,0.219683395830765,0.0606386763721421,0.459147600342436,0.180132067033718,-0.000607250429192577,0.105719344387606,-0.0950837294032974,0.0119025838671574,-0.0459325468957883,-0.0822264965635481,-0.0633610256805836,-0.106859780480182,-0.0423097121568787,-0.0751009848432222,-0.268358828633138,-0.349748708391334,1,-0.064711704429085,0.207921848973781,0.217042525509827,-0.121337691663389,-0.160282345611448,-0.145146187446784,-0.0454170262195475,-0.0797053396986086,-0.0082804660580019,0.21118419787498,-0.0260926787952146,0.161074877310388,-0.101439120453187,0.124259992793203,-0.0358057437019716,-0.052573358156376,-0.0294271410470901,0.0435642562614998,0.057521500301992,-0.0429736691358957,-0.0260926787952146,-0.0260926787952146,-0.052573358156376,-0.058925565098879,0.0303493215206662,-0.0454170262195475,0.0281832271802626,-0.0260926787952146,0.0160531776612502,-0.0798595706249925,-0.0260926787952146,-0.0294271410470901,0.0120124995026075,-0.0751009848432222,0.00187752462108055,-0.0454170262195475,-0.00709862849999933,-0.0358057437019716,-0.052573358156376,-0.0454170262195475,-0.0369913968015396,-0.104713477072924,-0.0260926787952146,-0.0969738891928399,0.0423955849224307,0.175870516018647,0.0120124995026075,-0.058925565098879,0.114673330084773,-0.064711704429085,0.161074877310388,0.00400705864028621,-0.0294271410470901,0.109717386140073,-0.0454170262195475
"carbodyconvertible",-0.0570923895802511,0.0814883094685555,-0.196280317783212,-0.219838185622198,-0.175070996170294,-0.0517220783450279,-0.0263280674483701,-0.16323866027596,0.0828426059663099,0.142894119345185,0.104056062080041,-0.117717598546978,-0.024698178674799,0.120761678686018,0.0136528198411732,-0.129259376586997,-0.123939484418552,0.187681208429073,-0.034991371681256,-0.12503489183599,-0.162956412301495,-0.064711704429085,1,-0.0602053218657118,-0.120989294726835,-0.103838281789604,0.00505642009002414,0.360260584322622,-0.021160894872725,-0.147572345431002,0.166306204371163,-0.0372085122968507,-0.0121572123693046,-0.0432973239983762,-0.150611262037901,0.0623409257183803,0.0735663598299515,-0.0244952036197907,0.203256882103488,-0.0413470533647172,-0.045344556333204,0.0267844518784228,-0.0121572123693046,-0.0121572123693046,-0.0244952036197907,0.160153297583809,-0.119650262192611,-0.021160894872725,-0.0570923895802511,-0.0121572123693046,0.188689028995354,-0.0372085122968507,-0.0121572123693046,-0.0432973239983762,-0.0326486713252251,-0.034991371681256,0.114450944874108,-0.021160894872725,-0.0372085122968507,-0.0451824887144584,-0.0244952036197907,-0.021160894872725,-0.0172351896209297,-0.0487885505622107,-0.0121572123693046,-0.0451824887144584,-0.0538721782808434,-0.0413470533647172,-0.0326486713252251,0.160153297583809,-0.0172351896209297,-0.0301507537688442,-0.0432973239983762,0.00505642009002414,0.0799797790525561,-0.0413470533647172,0.460837266117122
"symboling2",0.151571699011369,-0.165115429721022,0.306731324595711,0.0422542831448334,0.422022185369238,0.311840785301325,0.295533743983532,0.3100427812645,0.276554697933964,0.221476841988726,0.172975461148858,0.108863752651946,0.077223494933481,0.171294997867893,-0.181098760324475,-0.130244496330728,-0.1782016976613,0.176377796614932,-0.0698711153539936,-0.183200077879203,0.0851999579726262,0.207921848973781,-0.0602053218657118,1,-0.241592614472595,-0.207345303041331,-0.149120631144917,-0.13503852216396,-0.0422542831448334,-0.156049732610339,0.190685768518981,-0.0742983235560436,-0.024275641308846,-0.0864565226870005,0.0744705495504725,-0.0974214579336549,0.0391167270281784,-0.048912263666839,0.0478130769405382,0.127254965921841,-0.115729820750087,0.0698234104877473,-0.024275641308846,-0.024275641308846,-0.048912263666839,0.0473463735247102,-0.171455517642636,-0.0422542831448334,0.151571699011369,-0.024275641308846,0.123740557060763,0.002626708408547,-0.024275641308846,-0.0864565226870005,-0.0651931882264965,-0.0698711153539936,0.25566476299984,-0.0422542831448334,0.002626708408547,-0.0902208381456372,-0.048912263666839,-0.0422542831448334,-0.0344153962617307,-0.0974214579336549,-0.024275641308846,-0.0255520555587294,-0.107572495794672,-0.0825622030913818,0.0215899519451384,-0.0548221167128224,-0.0344153962617307,-0.0602053218657118,-0.0864565226870005,0.15483974625985,-0.0864565226870005,0.476950247610544,-0.0422542831448334
"symboling3",0.156438371902991,0.0295471482283243,0.469719290560907,0.0849146845902495,0.274072418339612,0.248856530024697,0.106803672926751,0.301354274718469,0.199873438170162,0.0975219691827757,0.166527878496293,-0.0808753005654065,0.0202778005847542,-0.0455721165370055,-0.222757664735997,-0.0335514582671022,-0.0695634205541878,0.0953242160740837,-0.0867107500002729,-0.326292424206713,0.242269215108429,0.217042525509827,-0.120989294726835,-0.241592614472595,1,-0.416683462565787,-0.299674504384957,-0.271374939145977,-0.0849146845902495,-0.0890715637765239,0.00346605415513804,0.206014169261279,-0.0487846029218161,0.313560385969167,-0.194299665721367,0.163636398135524,0.0320568972934381,-0.0982946374365981,-0.0851432061143017,-0.0274653842027688,0.000851223524772178,0.0697429665747387,-0.0487846029218161,0.100481719450905,-0.0982946374365981,-0.0427529815868589,-0.0127036801099706,-0.0849146845902495,0.156438371902991,-0.0487846029218161,-0.035939525972308,-0.149310750077585,-0.0487846029218161,0.0920583903672399,-0.0737471713552612,0.181804412387279,-0.0330077175227625,0.0016898444694577,-0.149310750077585,0.117403182295449,0.0520814869999885,0.174898902588872,-0.0691615689845313,0.0438311780720152,-0.0487846029218161,-0.181308815211589,-0.0324447606387186,0.341741419834451,-0.131012967294006,-0.110171144858444,0.0366453089395651,-0.120989294726835,0.224959587728396,-0.0131387142780718,-0.0408428069939163,-0.165917935716726,-0.0849146845902495
"symboling4",-0.159302223432203,0.0790801598292295,-0.229681981826106,0.0728774803296875,-0.28308548800523,-0.360253311403588,-0.240229729491487,-0.223721851693767,-0.390703450954545,-0.307990616318552,-0.431064809421955,0.00876541186187907,-0.0310894507152196,-0.26088357945308,0.186716694701038,0.298749117551957,0.313822827549513,-0.243035891152043,-0.0633231334393742,0.199929031874281,-0.0507736779085102,-0.121337691663389,-0.103838281789604,-0.207345303041331,-0.416683462565787,1,-0.257193710416624,-0.232905791089189,-0.0728774803296875,0.2785147994102,-0.229727736976056,-0.128144988164268,0.117078327566489,-0.149114671047625,0.222817002659706,-0.168026288835941,-0.019284643221973,-0.0843607385561908,-0.0547674254773686,0.00503427266076449,0.109289795938848,-0.114423927396,-0.041869070785367,-0.041869070785367,-0.0843607385561908,0.0490278311935456,0.393803817803805,-0.0728774803296875,-0.159302223432203,-0.041869070785367,-0.261388478393442,0.0340137931547132,-0.041869070785367,-0.00759380269224019,0.070498743611979,-0.0633231334393742,-0.0633231334393742,0.0193440225566454,0.250225501580022,0.0261561827608369,-0.00429614872276897,-0.0728774803296875,0.165981074839542,0.0445995704934905,0.117078327566489,0.0261561827608369,0.205767296448277,-0.142397998118767,0.192458595430171,-0.0227629216255747,-0.059357470472419,-0.103838281789604,-0.149114671047625,-0.0436098131667076,-0.149114671047625,-0.142397998118767,0.0193440225566454
"symboling5",-0.00552384019486078,0.131943322832608,-0.215337362187263,0.0524127419507932,-0.180356623276318,-0.171754512548468,-0.163605876622077,-0.0358178981035134,-0.183005567769296,-0.136164773167133,-0.0404022392529318,0.0187631871802564,0.132365046713192,-0.150616444671745,0.00683228946151468,0.155249593362775,0.186778787439273,-0.170937096733223,0.190942654858268,0.0587590796909427,-0.0265402166198873,-0.160282345611448,0.00505642009002414,-0.149120631144917,-0.299674504384957,-0.257193710416624,1,-0.167503473939813,-0.0524127419507932,0.0891613583241217,-0.107504214325135,0.0390402418628556,-0.0301118094761982,-0.0499902965116762,0.116917751072126,0.0339870364878172,-0.11191105744483,-0.0606713843662179,-0.0499902965116762,0.0168745711811609,0.13468068084732,-0.156609560583625,0.162791969980697,-0.0301118094761982,-0.0606713843662179,-0.0680020400918046,-0.0662314998511972,-0.0524127419507932,-0.00552384019486078,-0.0301118094761982,0.0897348038309291,-0.0921605709549378,0.162791969980697,0.00726116038717084,0.141155271450244,-0.0172660911308009,-0.0866690064604906,0.0595103007566297,-0.0921605709549378,-0.00161410179006966,0.036497629657803,-0.0524127419507932,-0.0426892884969211,-0.120842796401128,-0.0301118094761982,0.0535343760373105,-0.0859446432245951,-0.102411190616701,-0.0808664470712397,-0.0680020400918046,0.0940498387197793,0.164528130621555,0.0645126172860179,0.0372109826589595,0.293518444881406,-0.102411190616701,-0.0524127419507932
"symboling6",-0.128056319222454,-0.117276404671641,-0.44025018423517,-0.312905402604522,-0.244038268504076,-0.0288681500881057,0.0437418478222837,-0.415847620410859,0.137109658382302,0.19134885926836,0.151976146775378,-0.00443558692572381,-0.189369113832185,0.370065494462788,0.205207665692848,-0.363651479631181,-0.31875633889926,0.19277500937605,0.0704906864985844,0.32793251986577,-0.365505779429564,-0.145146187446784,0.360260584322622,-0.13503852216396,-0.271374939145977,-0.232905791089189,-0.167503473939813,1,-0.0474631790467533,-0.140683855355035,0.178897730972439,-0.0834574478929551,-0.0272682205012724,-0.0971144487764088,-0.24122985007899,0.056742044693343,0.0762236520765558,0.362209707889511,0.210114903062539,-0.0927400570112338,-0.205436651200703,0.172241556262318,-0.0272682205012724,-0.0272682205012724,0.362209707889511,0.0319305321710651,-0.237498265482966,0.312905402604522,-0.128056319222454,0.17976826848987,0.133731180887135,0.268574996923008,-0.0272682205012724,-0.0356685784086193,-0.0732298771894144,-0.0784844756891456,-0.00399689459528056,-0.0474631790467533,-0.0130509589297625,-0.101342810147239,-0.0549419219832404,-0.0474631790467533,-0.0386579535413375,0.112133088322559,-0.0272682205012724,0.194601293559086,-0.0188957725745902,-0.0927400570112338,0.00619935468270175,0.312463064816851,-0.0386579535413375,0.189105497912106,-0.0971144487764088,-0.0880168717230035,0.0257772919591702,-0.0927400570112338,0.192782542054097
"symboling1",-0.040069514122355,-0.0484324053733897,0.107809560895947,0.0148514851485148,0.112460388563801,0.14606313973862,0.0735878845667629,0.12374485272466,0.106629043230452,0.0506604930267811,0.179027895427565,-0.0410653734652282,-0.0309873311358546,0.106531718239162,0.0534387620576305,-0.074240654334485,-0.0869852349452969,0.0383056216079627,-0.0245582164637169,-0.0877540316852035,0.129856165669468,-0.0454170262195475,-0.021160894872725,-0.0422542831448334,-0.0849146845902495,-0.0728774803296875,-0.0524127419507932,-0.0474631790467533,1,-0.144799180117186,0.158771665913101,-0.026114286333291,-0.00853237351425953,-0.0303876356930984,0.0756295493813808,-0.034241578083079,-0.0317107128101954,-0.0171916242180321,-0.0303876356930984,-0.0290188648766664,0.0655488831384823,-0.0443763191268788,-0.00853237351425953,-0.00853237351425953,-0.0171916242180321,-0.0192688123327015,-0.0839749028884354,-0.0148514851485148,-0.040069514122355,-0.00853237351425953,0.132428818755874,-0.026114286333291,-0.00853237351425953,-0.0303876356930984,-0.0229140242046334,-0.0245582164637169,-0.0245582164637169,-0.0148514851485148,-0.026114286333291,-0.0317107128101954,-0.0171916242180321,-0.0148514851485148,-0.0120962825167191,-0.034241578083079,-0.00853237351425953,-0.0317107128101954,-0.0378094527886599,-0.0290188648766664,-0.0229140242046334,-0.0192688123327015,-0.0120962825167191,-0.021160894872725,-0.0303876356930984,-0.0524127419507932,-0.0303876356930984,0.511787253279389,-0.0148514851485148
