 shares,,,
3200,,,3200
1600,,,1600
1300,,,1300
1300,,,1300
5600,,,5600
8100,,,8100
5500,,,5500
3800,,,3800
933,,,933
2500,,,2500
1700,,,1700
2400,,,2400
11400,,,0
308,,,308
1400,,,1400
762,,,762
1200,,,1200
657,,,657
1200,,,1200
11800,,,0
2400,,,2400
794,,,794
1500,,,1500
1300,,,1300
1200,,,1200
1900,,,1900
1500,,,1500
698,,,698
1100,,,1100
742,,,742
2000,,,2000
1000,,,1000
1500,,,1500
1200,,,1200
751,,,751
775,,,775
569,,,569
3000,,,3000
1500,,,1500
1100,,,1100
979,,,979
802,,,802
2300,,,2300
835,,,835
2000,,,2000
12000,,,0
423,,,423
1000,,,1000
1600,,,1600
1400,,,1400
2400,,,2400
1200,,,1200
1500,,,1500
1400,,,1400
1000,,,1000
400,,,400
1700,,,1700
3200,,,3200
1100,,,1100
4400,,,4400
1400,,,1400
924,,,924
1900,,,1900
1300,,,1300
1300,,,1300
1800,,,1800
37400,,,0
18000,,,0
2500,,,2500
18200,,,0
924,,,924
730,,,730
3500,,,3500
1900,,,1900
614,,,614
2900,,,2900
1600,,,1600
1100,,,1100
1100,,,1100
2200,,,2200
582,,,582
1000,,,1000
1700,,,1700
720,,,720
19800,,,0
1500,,,1500
3000,,,3000
2500,,,2500
4400,,,4400
1400,,,1400
1600,,,1600
2100,,,2100
1100,,,1100
2100,,,2100
840,,,840
1100,,,1100
1600,,,1600
2100,,,2100
2200,,,2200
9000,,,9000
622,,,622
1000,,,1000
658,,,658
1400,,,1400
1500,,,1500
2300,,,2300
5200,,,5200
5300,,,5300
1600,,,1600
6300,,,6300
2000,,,2000
2300,,,2300
1900,,,1900
1700,,,1700
1600,,,1600
1400,,,1400
2100,,,2100
3400,,,3400
1000,,,1000
1800,,,1800
25200,,,0
15700,,,0
1700,,,1700
2700,,,2700
5400,,,5400
1300,,,1300
3800,,,3800
7900,,,7900
731,,,731
1900,,,1900
3100,,,3100
1900,,,1900
9700,,,9700
3400,,,3400
894,,,894
1300,,,1300
2100,,,2100
12100,,,0
1400,,,1400
3700,,,3700
2200,,,2200
1300,,,1300
1600,,,1600
1400,,,1400
14300,,,0
33100,,,0
3400,,,3400
5400,,,5400
5600,,,5600
618,,,618
2300,,,2300
8000,,,8000
630,,,630
2900,,,2900
5800,,,5800
2000,,,2000
1900,,,1900
909,,,909
705,,,705
2700,,,2700
699,,,699
2100,,,2100
1900,,,1900
636,,,636
432,,,432
3000,,,3000
621,,,621
5300,,,5300
1600,,,1600
1700,,,1700
649,,,649
476,,,476
1300,,,1300
1900,,,1900
1700,,,1700
1800,,,1800
586,,,586
1100,,,1100
992,,,992
950,,,950
903,,,903
1500,,,1500
1700,,,1700
1600,,,1600
1500,,,1500
1200,,,1200
1300,,,1300
1300,,,1300
862,,,862
1200,,,1200
2600,,,2600
4900,,,4900
1900,,,1900
2700,,,2700
1100,,,1100
3000,,,3000
727,,,727
1100,,,1100
498,,,498
1300,,,1300
1300,,,1300
1400,,,1400
884,,,884
1200,,,1200
645,,,645
429,,,429
39400,,,0
811,,,811
5200,,,5200
756,,,756
498,,,498
2200,,,2200
1300,,,1300
440,,,440
983,,,983
2800,,,2800
1200,,,1200
1300,,,1300
423,,,423
735,,,735
1100,,,1100
718,,,718
1400,,,1400
1100,,,1100
544,,,544
2400,,,2400
6000,,,6000
1200,,,1200
2300,,,2300
581,,,581
6800,,,6800
752,,,752
866,,,866
5000,,,5000
1200,,,1200
3200,,,3200
442,,,442
2900,,,2900
1100,,,1100
2200,,,2200
1900,,,1900
2400,,,2400
730,,,730
5900,,,5900
458,,,458
2100,,,2100
1600,,,1600
462,,,462
2500,,,2500
1900,,,1900
593,,,593
1300,,,1300
5400,,,5400
1100,,,1100
3800,,,3800
725,,,725
787,,,787
8900,,,8900
5500,,,5500
1900,,,1900
463,,,463
368,,,368
1300,,,1300
957,,,957
1200,,,1200
484,,,484
17100,,,0
2300,,,2300
2300,,,2300
3100,,,3100
2400,,,2400
1100,,,1100
568,,,568
4200,,,4200
2200,,,2200
968,,,968
1800,,,1800
2000,,,2000
768,,,768
635,,,635
1000,,,1000
4800,,,4800
685,,,685
1500,,,1500
6300,,,6300
2000,,,2000
902,,,902
1200,,,1200
1700,,,1700
1000,,,1000
824,,,824
5100,,,5100
2500,,,2500
2900,,,2900
933,,,933
480,,,480
3200,,,3200
1000,,,1000
660,,,660
1800,,,1800
2600,,,2600
757,,,757
1300,,,1300
514,,,514
2100,,,2100
1200,,,1200
1900,,,1900
2600,,,2600
615,,,615
504,,,504
1300,,,1300
1400,,,1400
2200,,,2200
1300,,,1300
1400,,,1400
2500,,,2500
1500,,,1500
416,,,416
900,,,900
529,,,529
354,,,354
483,,,483
575,,,575
1700,,,1700
3400,,,3400
10400,,,10400
2500,,,2500
1600,,,1600
1200,,,1200
2100,,,2100
1200,,,1200
6400,,,6400
17300,,,0
1300,,,1300
1400,,,1400
2100,,,2100
1900,,,1900
560,,,560
2900,,,2900
1600,,,1600
11400,,,0
4500,,,4500
782,,,782
1300,,,1300
1200,,,1200
811,,,811
2200,,,2200
4100,,,4100
1900,,,1900
9100,,,9100
1500,,,1500
3400,,,3400
460,,,460
554,,,554
638,,,638
712,,,712
1500,,,1500
2200,,,2200
438,,,438
3100,,,3100
51900,,,0
935,,,935
832,,,832
804,,,804
3500,,,3500
864,,,864
3000,,,3000
1200,,,1200
847,,,847
917,,,917
1200,,,1200
673,,,673
938,,,938
358,,,358
1200,,,1200
2100,,,2100
672,,,672
2300,,,2300
1100,,,1100
1100,,,1100
1100,,,1100
1800,,,1800
610,,,610
870,,,870
835,,,835
1200,,,1200
2400,,,2400
1100,,,1100
1300,,,1300
793,,,793
3500,,,3500
2500,,,2500
704,,,704
4800,,,4800
12300,,,0
833,,,833
4900,,,4900
2900,,,2900
844,,,844
744,,,744
1600,,,1600
690,,,690
998,,,998
3300,,,3300
1100,,,1100
1900,,,1900
4000,,,4000
2500,,,2500
5100,,,5100
2900,,,2900
802,,,802
1400,,,1400
4200,,,4200
875,,,875
1200,,,1200
2000,,,2000
5000,,,5000
2100,,,2100
715,,,715
1700,,,1700
801,,,801
4200,,,4200
1900,,,1900
756,,,756
592,,,592
2600,,,2600
1400,,,1400
1100,,,1100
1100,,,1100
2300,,,2300
1700,,,1700
9100,,,9100
5700,,,5700
1800,,,1800
7200,,,7200
671,,,671
2200,,,2200
1800,,,1800
3500,,,3500
2900,,,2900
817,,,817
3400,,,3400
1600,,,1600
771,,,771
15800,,,0
794,,,794
465,,,465
2200,,,2200
1700,,,1700
577,,,577
17500,,,0
1100,,,1100
2200,,,2200
536,,,536
1900,,,1900
3300,,,3300
1300,,,1300
5700,,,5700
3100,,,3100
701,,,701
8000,,,8000
3600,,,3600
1300,,,1300
2900,,,2900
1200,,,1200
2400,,,2400
3700,,,3700
1500,,,1500
5800,,,5800
721,,,721
2700,,,2700
1700,,,1700
3400,,,3400
2200,,,2200
1400,,,1400
1000,,,1000
2100,,,2100
1200,,,1200
1300,,,1300
561,,,561
2200,,,2200
715,,,715
2900,,,2900
2800,,,2800
1800,,,1800
930,,,930
1200,,,1200
1100,,,1100
1500,,,1500
1500,,,1500
1200,,,1200
1800,,,1800
1900,,,1900
1500,,,1500
1200,,,1200
2000,,,2000
2200,,,2200
1200,,,1200
1100,,,1100
2700,,,2700
2600,,,2600
1300,,,1300
3000,,,3000
1900,,,1900
7700,,,7700
1300,,,1300
2300,,,2300
3200,,,3200
3100,,,3100
2400,,,2400
3800,,,3800
2600,,,2600
3500,,,3500
2800,,,2800
7800,,,7800
7800,,,7800
2000,,,2000
5800,,,5800
2200,,,2200
9800,,,9800
1700,,,1700
3900,,,3900
4200,,,4200
1600,,,1600
3500,,,3500
2600,,,2600
2000,,,2000
1600,,,1600
17600,,,0
767,,,767
4400,,,4400
1300,,,1300
2800,,,2800
2000,,,2000
5700,,,5700
2200,,,2200
1600,,,1600
2100,,,2100
1700,,,1700
827,,,827
2500,,,2500
2500,,,2500
764,,,764
1100,,,1100
4000,,,4000
2900,,,2900
1100,,,1100
423,,,423
1000,,,1000
2100,,,2100
2200,,,2200
703,,,703
1000,,,1000
1900,,,1900
863,,,863
1100,,,1100
1400,,,1400
1900,,,1900
3700,,,3700
799,,,799
3700,,,3700
1600,,,1600
2000,,,2000
1600,,,1600
2100,,,2100
1300,,,1300
1100,,,1100
1800,,,1800
3200,,,3200
800,,,800
1500,,,1500
1100,,,1100
900,,,900
1100,,,1100
1100,,,1100
1600,,,1600
1600,,,1600
2100,,,2100
2700,,,2700
950,,,950
1400,,,1400
971,,,971
872,,,872
1700,,,1700
657,,,657
1100,,,1100
2800,,,2800
1700,,,1700
718,,,718
4500,,,4500
1800,,,1800
533,,,533
6800,,,6800
1200,,,1200
2000,,,2000
6500,,,6500
3100,,,3100
987,,,987
6700,,,6700
4100,,,4100
428,,,428
1500,,,1500
1500,,,1500
2100,,,2100
1500,,,1500
936,,,936
1200,,,1200
5300,,,5300
860,,,860
4600,,,4600
925,,,925
11900,,,0
1700,,,1700
940,,,940
560,,,560
2600,,,2600
1500,,,1500
866,,,866
1200,,,1200
6000,,,6000
1300,,,1300
2100,,,2100
1400,,,1400
583,,,583
1200,,,1200
3000,,,3000
1100,,,1100
6500,,,6500
1200,,,1200
751,,,751
741,,,741
2100,,,2100
1800,,,1800
1600,,,1600
635,,,635
589,,,589
1100,,,1100
473,,,473
1200,,,1200
1100,,,1100
1500,,,1500
1000,,,1000
532,,,532
1400,,,1400
1100,,,1100
510,,,510
342,,,342
1700,,,1700
2700,,,2700
1900,,,1900
22000,,,0
503,,,503
2800,,,2800
1100,,,1100
522,,,522
1100,,,1100
1500,,,1500
2000,,,2000
1900,,,1900
5500,,,5500
1200,,,1200
4600,,,4600
823,,,823
1800,,,1800
5600,,,5600
2500,,,2500
1900,,,1900
689,,,689
1100,,,1100
3700,,,3700
1200,,,1200
952,,,952
300,,,300
2600,,,2600
1300,,,1300
1500,,,1500
1900,,,1900
1000,,,1000
1500,,,1500
1000,,,1000
1000,,,1000
3200,,,3200
1200,,,1200
2500,,,2500
1900,,,1900
2800,,,2800
2700,,,2700
956,,,956
1000,,,1000
2500,,,2500
915,,,915
2000,,,2000
864,,,864
4100,,,4100
910,,,910
790,,,790
623,,,623
548,,,548
1400,,,1400
1100,,,1100
508,,,508
1800,,,1800
909,,,909
999,,,999
2100,,,2100
825,,,825
2400,,,2400
1300,,,1300
2100,,,2100
2000,,,2000
2600,,,2600
1100,,,1100
2700,,,2700
1700,,,1700
3000,,,3000
2500,,,2500
1900,,,1900
10200,,,10200
603,,,603
1500,,,1500
1200,,,1200
957,,,957
899,,,899
1200,,,1200
1700,,,1700
1000,,,1000
8200,,,8200
1500,,,1500
683,,,683
1800,,,1800
371,,,371
1500,,,1500
7400,,,7400
2700,,,2700
375,,,375
799,,,799
445,,,445
837,,,837
978,,,978
2000,,,2000
1200,,,1200
1500,,,1500
929,,,929
1200,,,1200
1500,,,1500
1100,,,1100
513,,,513
730,,,730
560,,,560
8300,,,8300
8300,,,8300
740,,,740
581,,,581
556,,,556
730,,,730
775,,,775
518,,,518
3100,,,3100
4700,,,4700
1700,,,1700
1900,,,1900
886,,,886
2100,,,2100
1300,,,1300
3900,,,3900
39200,,,0
876,,,876
1800,,,1800
1100,,,1100
755,,,755
6000,,,6000
1800,,,1800
555,,,555
13800,,,0
447,,,447
4400,,,4400
1700,,,1700
1000,,,1000
1900,,,1900
902,,,902
1100,,,1100
1000,,,1000
1600,,,1600
9500,,,9500
1300,,,1300
949,,,949
405,,,405
2100,,,2100
1500,,,1500
2300,,,2300
4000,,,4000
785,,,785
2400,,,2400
2300,,,2300
5200,,,5200
3800,,,3800
431,,,431
3600,,,3600
2500,,,2500
515,,,515
537,,,537
668,,,668
5000,,,5000
3400,,,3400
471,,,471
1200,,,1200
527,,,527
1400,,,1400
632,,,632
998,,,998
400,,,400
1000,,,1000
2700,,,2700
2200,,,2200
3300,,,3300
1200,,,1200
1700,,,1700
1300,,,1300
482,,,482
1300,,,1300
2100,,,2100
1600,,,1600
2700,,,2700
1300,,,1300
2000,,,2000
2000,,,2000
4400,,,4400
3900,,,3900
8100,,,8100
1400,,,1400
2500,,,2500
3100,,,3100
2100,,,2100
1800,,,1800
1200,,,1200
1700,,,1700
2700,,,2700
1200,,,1200
5700,,,5700
606,,,606
10700,,,10700
1000,,,1000
735,,,735
1500,,,1500
763,,,763
9700,,,9700
3800,,,3800
532,,,532
811,,,811
3200,,,3200
942,,,942
1400,,,1400
731,,,731
4800,,,4800
2700,,,2700
11800,,,0
3400,,,3400
3300,,,3300
4500,,,4500
4300,,,4300
1500,,,1500
4300,,,4300
614,,,614
3500,,,3500
2600,,,2600
3900,,,3900
3100,,,3100
1600,,,1600
928,,,928
4100,,,4100
7000,,,7000
921,,,921
1800,,,1800
2100,,,2100
856,,,856
2700,,,2700
2700,,,2700
2500,,,2500
1100,,,1100
1200,,,1200
2100,,,2100
1200,,,1200
931,,,931
2700,,,2700
2300,,,2300
475,,,475
574,,,574
4700,,,4700
1100,,,1100
1400,,,1400
1200,,,1200
3200,,,3200
1500,,,1500
538,,,538
1100,,,1100
661,,,661
535,,,535
1300,,,1300
1200,,,1200
705,,,705
521,,,521
1300,,,1300
1600,,,1600
3800,,,3800
1000,,,1000
8000,,,8000
1400,,,1400
2500,,,2500
1100,,,1100
1600,,,1600
1300,,,1300
10800,,,0
2000,,,2000
9800,,,9800
2200,,,2200
2900,,,2900
1300,,,1300
6800,,,6800
4900,,,4900
2200,,,2200
30000,,,0
6200,,,6200
5600,,,5600
5200,,,5200
3900,,,3900
2300,,,2300
2700,,,2700
2800,,,2800
6300,,,6300
1300,,,1300
1400,,,1400
2400,,,2400
1700,,,1700
5900,,,5900
3800,,,3800
3100,,,3100
1100,,,1100
2400,,,2400
3000,,,3000
1400,,,1400
8200,,,8200
2200,,,2200
2700,,,2700
4300,,,4300
1500,,,1500
6400,,,6400
1100,,,1100
5900,,,5900
4600,,,4600
1300,,,1300
6100,,,6100
1400,,,1400
2800,,,2800
2200,,,2200
1500,,,1500
6300,,,6300
4800,,,4800
1100,,,1100
1300,,,1300
1800,,,1800
4300,,,4300
1200,,,1200
8500,,,8500
776,,,776
1200,,,1200
1600,,,1600
742,,,742
469,,,469
414,,,414
2500,,,2500
1200,,,1200
1000,,,1000
1800,,,1800
506,,,506
8100,,,8100
2700,,,2700
2000,,,2000
590,,,590
565,,,565
2400,,,2400
1400,,,1400
1100,,,1100
1200,,,1200
4300,,,4300
3400,,,3400
3000,,,3000
357,,,357
6700,,,6700
566,,,566
1400,,,1400
874,,,874
2000,,,2000
2800,,,2800
460,,,460
2700,,,2700
1700,,,1700
3000,,,3000
706,,,706
583,,,583
1300,,,1300
830,,,830
2000,,,2000
7100,,,7100
294,,,294
349,,,349
4400,,,4400
507,,,507
542,,,542
2400,,,2400
688,,,688
1900,,,1900
30200,,,0
2000,,,2000
1300,,,1300
907,,,907
3100,,,3100
804,,,804
1200,,,1200
8700,,,8700
1900,,,1900
559,,,559
3000,,,3000
401,,,401
4400,,,4400
1100,,,1100
2400,,,2400
1700,,,1700
953,,,953
706,,,706
469,,,469
1900,,,1900
673,,,673
672,,,672
1200,,,1200
2400,,,2400
578,,,578
1500,,,1500
1000,,,1000
1200,,,1200
16700,,,0
1200,,,1200
4300,,,4300
441,,,441
2100,,,2100
4800,,,4800
969,,,969
6700,,,6700
1000,,,1000
1600,,,1600
577,,,577
510,,,510
1200,,,1200
2700,,,2700
790,,,790
3200,,,3200
3100,,,3100
11400,,,0
4400,,,4400
1500,,,1500
769,,,769
1400,,,1400
2100,,,2100
825,,,825
3000,,,3000
3000,,,3000
5000,,,5000
2100,,,2100
4100,,,4100
6300,,,6300
2700,,,2700
532,,,532
559,,,559
2700,,,2700
1300,,,1300
3100,,,3100
1500,,,1500
1100,,,1100
790,,,790
3000,,,3000
792,,,792
467,,,467
1900,,,1900
6000,,,6000
969,,,969
686,,,686
3000,,,3000
1000,,,1000
990,,,990
717,,,717
2200,,,2200
1600,,,1600
779,,,779
11100,,,0
1500,,,1500
1000,,,1000
803,,,803
534,,,534
980,,,980
1100,,,1100
1600,,,1600
1100,,,1100
2800,,,2800
2400,,,2400
1300,,,1300
1100,,,1100
1500,,,1500
1200,,,1200
3400,,,3400
1000,,,1000
5200,,,5200
14400,,,0
1100,,,1100
1600,,,1600
1800,,,1800
531,,,531
6300,,,6300
691,,,691
1600,,,1600
1200,,,1200
3400,,,3400
649,,,649
3600,,,3600
2300,,,2300
2200,,,2200
1500,,,1500
1400,,,1400
651,,,651
853,,,853
1500,,,1500
436,,,436
469,,,469
3000,,,3000
1800,,,1800
10300,,,10300
1300,,,1300
659,,,659
839,,,839
2100,,,2100
2700,,,2700
1200,,,1200
3400,,,3400
1100,,,1100
2400,,,2400
1600,,,1600
1100,,,1100
1800,,,1800
7900,,,7900
990,,,990
1200,,,1200
998,,,998
636,,,636
1500,,,1500
1600,,,1600
2700,,,2700
1300,,,1300
2600,,,2600
707,,,707
1200,,,1200
2000,,,2000
2400,,,2400
1200,,,1200
1700,,,1700
1300,,,1300
373,,,373
935,,,935
11900,,,0
745,,,745
1400,,,1400
984,,,984
912,,,912
740,,,740
1000,,,1000
1600,,,1600
2300,,,2300
867,,,867
1300,,,1300
4300,,,4300
1500,,,1500
3400,,,3400
1700,,,1700
2000,,,2000
2400,,,2400
2300,,,2300
758,,,758
412,,,412
909,,,909
1200,,,1200
69100,,,0
2500,,,2500
428,,,428
1200,,,1200
884,,,884
1500,,,1500
511,,,511
1800,,,1800
3500,,,3500
1500,,,1500
435,,,435
646,,,646
1800,,,1800
2400,,,2400
4500,,,4500
2300,,,2300
866,,,866
5100,,,5100
949,,,949
849,,,849
1800,,,1800
16800,,,0
478,,,478
1800,,,1800
1500,,,1500
1800,,,1800
1000,,,1000
1600,,,1600
2200,,,2200
1100,,,1100
998,,,998
386,,,386
1500,,,1500
2400,,,2400
4100,,,4100
440,,,440
3700,,,3700
857,,,857
593,,,593
3200,,,3200
1000,,,1000
2800,,,2800
849,,,849
1100,,,1100
1700,,,1700
340,,,340
1300,,,1300
907,,,907
687,,,687
1900,,,1900
1100,,,1100
422,,,422
2100,,,2100
1000,,,1000
886,,,886
1900,,,1900
2700,,,2700
1100,,,1100
1800,,,1800
3000,,,3000
397,,,397
380,,,380
1700,,,1700
2100,,,2100
1700,,,1700
1000,,,1000
693,,,693
1100,,,1100
3100,,,3100
1800,,,1800
3100,,,3100
3500,,,3500
2000,,,2000
2300,,,2300
1600,,,1600
2500,,,2500
1200,,,1200
2100,,,2100
3500,,,3500
6700,,,6700
919,,,919
488,,,488
790,,,790
1000,,,1000
853,,,853
16500,,,0
1400,,,1400
825,,,825
1000,,,1000
657,,,657
594,,,594
676,,,676
991,,,991
1100,,,1100
1100,,,1100
444,,,444
1100,,,1100
2800,,,2800
3800,,,3800
2100,,,2100
728,,,728
828,,,828
1600,,,1600
16500,,,0
1600,,,1600
3400,,,3400
1400,,,1400
807,,,807
4300,,,4300
1500,,,1500
326,,,326
1200,,,1200
7000,,,7000
606,,,606
683,,,683
1300,,,1300
1200,,,1200
40100,,,0
3900,,,3900
1200,,,1200
1200,,,1200
1500,,,1500
3400,,,3400
2400,,,2400
518,,,518
3400,,,3400
460,,,460
1100,,,1100
1900,,,1900
1600,,,1600
835,,,835
1700,,,1700
900,,,900
1200,,,1200
676,,,676
681,,,681
5400,,,5400
1900,,,1900
4400,,,4400
1700,,,1700
1800,,,1800
4400,,,4400
832,,,832
4200,,,4200
1000,,,1000
546,,,546
17300,,,0
2400,,,2400
1500,,,1500
765,,,765
12900,,,0
805,,,805
3200,,,3200
2000,,,2000
3400,,,3400
2300,,,2300
4100,,,4100
2500,,,2500
1600,,,1600
1400,,,1400
2000,,,2000
4500,,,4500
3300,,,3300
2700,,,2700
3100,,,3100
1100,,,1100
1700,,,1700
7400,,,7400
1300,,,1300
697,,,697
1300,,,1300
1200,,,1200
1200,,,1200
1100,,,1100
1100,,,1100
2100,,,2100
649,,,649
681,,,681
1100,,,1100
1300,,,1300
1300,,,1300
655,,,655
1600,,,1600
2000,,,2000
5100,,,5100
5500,,,5500
9700,,,9700
786,,,786
1900,,,1900
8900,,,8900
1500,,,1500
2000,,,2000
536,,,536
550,,,550
1200,,,1200
4500,,,4500
1600,,,1600
1900,,,1900
2500,,,2500
498,,,498
10900,,,0
1700,,,1700
1500,,,1500
820,,,820
1300,,,1300
2000,,,2000
900,,,900
1100,,,1100
1800,,,1800
4000,,,4000
1600,,,1600
2100,,,2100
992,,,992
886,,,886
1200,,,1200
623,,,623
760,,,760
963,,,963
710,,,710
1900,,,1900
1300,,,1300
2000,,,2000
2500,,,2500
9200,,,9200
2100,,,2100
874,,,874
2100,,,2100
1100,,,1100
1700,,,1700
2300,,,2300
2600,,,2600
4200,,,4200
644,,,644
909,,,909
3900,,,3900
1300,,,1300
7400,,,7400
3300,,,3300
1700,,,1700
3400,,,3400
1200,,,1200
1400,,,1400
916,,,916
4100,,,4100
912,,,912
691,,,691
601,,,601
933,,,933
1200,,,1200
609,,,609
1100,,,1100
2200,,,2200
6900,,,6900
4500,,,4500
1900,,,1900
1700,,,1700
742,,,742
550,,,550
5800,,,5800
594,,,594
4800,,,4800
2100,,,2100
2100,,,2100
2100,,,2100
6500,,,6500
2100,,,2100
527,,,527
2300,,,2300
1600,,,1600
9400,,,9400
4700,,,4700
1100,,,1100
1600,,,1600
3800,,,3800
3900,,,3900
1300,,,1300
1400,,,1400
1500,,,1500
1300,,,1300
3900,,,3900
6000,,,6000
2600,,,2600
1200,,,1200
564,,,564
1500,,,1500
895,,,895
494,,,494
496,,,496
2400,,,2400
1900,,,1900
544,,,544
1700,,,1700
1600,,,1600
1400,,,1400
1200,,,1200
8700,,,8700
527,,,527
1800,,,1800
828,,,828
6000,,,6000
1100,,,1100
2400,,,2400
1100,,,1100
3300,,,3300
401,,,401
456,,,456
3300,,,3300
2800,,,2800
4200,,,4200
2300,,,2300
2500,,,2500
583,,,583
2100,,,2100
482,,,482
857,,,857
2000,,,2000
4600,,,4600
1100,,,1100
571,,,571
419,,,419
7100,,,7100
4300,,,4300
2100,,,2100
2200,,,2200
1100,,,1100
4300,,,4300
914,,,914
1300,,,1300
1700,,,1700
1500,,,1500
1800,,,1800
2500,,,2500
1500,,,1500
1300,,,1300
1900,,,1900
2000,,,2000
502,,,502
823,,,823
8200,,,8200
761,,,761
1700,,,1700
1500,,,1500
889,,,889
701,,,701
1600,,,1600
1800,,,1800
529,,,529
821,,,821
9100,,,9100
1300,,,1300
1800,,,1800
954,,,954
3600,,,3600
1200,,,1200
696,,,696
1700,,,1700
1000,,,1000
2000,,,2000
1300,,,1300
831,,,831
318,,,318
2000,,,2000
3900,,,3900
8300,,,8300
1500,,,1500
1400,,,1400
757,,,757
1000,,,1000
1500,,,1500
1200,,,1200
1700,,,1700
795,,,795
712,,,712
1200,,,1200
4200,,,4200
2800,,,2800
1600,,,1600
2600,,,2600
1700,,,1700
18100,,,0
504,,,504
475,,,475
2100,,,2100
1700,,,1700
956,,,956
399,,,399
3400,,,3400
2400,,,2400
1300,,,1300
1900,,,1900
1600,,,1600
1100,,,1100
1000,,,1000
2300,,,2300
2800,,,2800
3200,,,3200
1600,,,1600
4400,,,4400
8500,,,8500
2600,,,2600
710,,,710
348,,,348
1000,,,1000
6500,,,6500
6900,,,6900
1000,,,1000
766,,,766
797,,,797
1100,,,1100
992,,,992
3900,,,3900
1900,,,1900
2100,,,2100
759,,,759
2000,,,2000
1400,,,1400
2200,,,2200
10700,,,10700
3400,,,3400
1400,,,1400
4700,,,4700
742,,,742
7700,,,7700
1300,,,1300
4500,,,4500
2700,,,2700
3200,,,3200
1900,,,1900
1400,,,1400
2900,,,2900
1100,,,1100
13900,,,0
14400,,,0
1600,,,1600
850,,,850
1800,,,1800
1400,,,1400
1000,,,1000
3100,,,3100
1100,,,1100
5300,,,5300
710,,,710
1700,,,1700
18400,,,0
2100,,,2100
1200,,,1200
855,,,855
2000,,,2000
4800,,,4800
4400,,,4400
3400,,,3400
643,,,643
1600,,,1600
1500,,,1500
11000,,,0
1000,,,1000
881,,,881
2400,,,2400
635,,,635
1300,,,1300
574,,,574
1700,,,1700
1300,,,1300
7000,,,7000
983,,,983
544,,,544
1400,,,1400
957,,,957
366,,,366
2500,,,2500
2500,,,2500
434,,,434
1400,,,1400
1400,,,1400
632,,,632
886,,,886
2300,,,2300
303,,,303
790,,,790
3200,,,3200
3300,,,3300
951,,,951
1200,,,1200
827,,,827
2200,,,2200
424,,,424
356,,,356
919,,,919
4300,,,4300
2300,,,2300
41600,,,0
30400,,,0
2200,,,2200
2700,,,2700
2800,,,2800
3900,,,3900
984,,,984
