"","Attrition","Gender","MonthlyIncome","Education2","Education3","Education4","Education5","EnvironmentSatisfaction2","EnvironmentSatisfaction3","EnvironmentSatisfaction4","JobSatisfaction2","JobSatisfaction3","JobSatisfaction4","WorkLifeBalance2","WorkLifeBalance3","WorkLifeBalance4","BusinessTravelTravel_Frequently","BusinessTravelTravel_Rarely","DepartmentResearch...Development","DepartmentSales","EducationFieldLife.Sciences","EducationFieldMarketing","EducationFieldMedical","EducationFieldOther","EducationFieldTechnical.Degree","JobLevel2","JobLevel3","JobLevel4","JobLevel5","JobRoleHuman.Resources","JobRoleLaboratory.Technician","JobRoleManager","JobRoleManufacturing.Director","JobRoleResearch.Director","JobRoleResearch.Scientist","JobRoleSales.Executive","JobRoleSales.Representative","MaritalStatusMarried","MaritalStatusSingle","NumCompaniesWorked1","NumCompaniesWorked2","NumCompaniesWorked3","NumCompaniesWorked4","NumCompaniesWorked5","NumCompaniesWorked6","NumCompaniesWorked7","NumCompaniesWorked8","NumCompaniesWorked9","StockOptionLevel1","StockOptionLevel2","StockOptionLevel3","TrainingTimesLastYear1","TrainingTimesLastYear2","TrainingTimesLastYear3","TrainingTimesLastYear4","TrainingTimesLastYear5","TrainingTimesLastYear6","JobInvolvement2","JobInvolvement3","JobInvolvement4","dummy_PerformanceRating","PercentSalaryHike15.17","PercentSalaryHike18.22","PercentSalaryHike23.","TotalWorkingYears10","TotalWorkingYears11.13","TotalWorkingYears14.19","TotalWorkingYears2.6","TotalWorkingYears26.","YearsAtCompany12.14","YearsAtCompany15.19","YearsAtCompany20.21","YearsAtCompany22.","YearsAtCompany3.5","YearsAtCompany6.11","YearsSinceLastPromotion11.","YearsSinceLastPromotion3.7","YearsSinceLastPromotion8.10","YearsWithCurrManager12.","YearsWithCurrManager3.6","YearsWithCurrManager7.11","DistanceFromHome11.14","DistanceFromHome15.19","DistanceFromHome20.","DistanceFromHome4.7","DistanceFromHome8.10","Age21.23","Age24.27","Age28.33","Age33.38","Age39.41","Age42.45","Age46.50","Age50.57","Age58.","ActualWorkingHours"
"EducationFieldTechnical.Degree",-0.0378046931047995,-0.0189661660128146,-0.0115772674507321,0.00311803362650806,-0.0119380197133133,-0.0262265156663575,0.066614559599027,0.0207328885602184,0.0339711882906891,-0.0233149046344759,-0.00310067907942175,0.00224667384473293,-0.000227941997465544,0.0679272775092129,-0.0483968827867508,-0.0218081631783596,-0.040157193378385,0.0368935217783783,0.0365332324742397,-0.0296400065506384,-0.261418497946378,-0.109565699561199,-0.213438829297199,-0.0756301623139951,1,0.0159711783636866,0.0108923990036255,-0.0312377931325864,0.0079204095707998,-0.00769093120692513,-0.00557098498614618,-0.00866063587717025,0.0173083131228147,5.00610656886557e-05,-0.0503996581719982,0.03849220846696,-0.0124863527588046,-0.00300556545942648,-0.00945689513710958,-0.0511969566001172,0.0105467787761976,0.0062570848714101,0.0500915461303139,-0.0181693136843599,0.000194057221789106,-0.00513572409646446,0.00186996527279761,0.00547427746734958,-0.0219475355247584,0.0010103093357113,-0.0185588479064227,0.0164423639752991,-0.0228321876381578,0.0336893088609126,0.00277251402311703,-0.0266776169362884,0.000129194305154969,-0.0141684404342801,0.0258918091423551,0.00410116805910077,-0.0228624002706155,0.00843919740339433,-0.041117860490638,-0.00946098847306056,0.0434005762691916,0.00411500634846436,-2.2539445258627e-05,0.00807139172029177,-0.0321530995428121,0.000744210103188683,0.0199697483110966,-0.0080881515952038,0.0177451487308162,-0.0177614411510204,0.00533675811271904,0.0140547632229859,0.00823572038217425,0.020683517692962,0.0288641640326903,0.0667047122828346,-0.0317378988128931,0.0433468525076994,-0.00958945917955197,-0.0236113283084424,-0.00728861985212426,0.0102244931720122,-0.040178540288046,-0.0286042151080234,0.00251900388368163,0.0196605925867226,-0.013489590665852,0.0148452160165437,0.0272623562194183,-0.0231470043328092,0.0592558724825843,0.0258964393156933
"JobLevel2",0.0293887327550025,0.0281308958945577,0.00625259065509387,-0.025994338953125,0.0475910381212027,-0.00929843304338508,0.00575252185946507,-0.0560807136624017,0.0288940933462265,-0.0229918489932759,-0.012475419201585,0.0199342032337205,-0.00406936796354945,-0.0049192182169468,0.0343049438429638,-0.0482844269071478,0.0308505125117874,-0.0479281797162514,-0.0135188333487523,0.0114791782586095,0.0118714324399277,-0.0115952753228887,-0.0288789958047182,0.0102822265181543,0.0159711783636866,1,-0.316293232932469,-0.21173426284198,-0.167340537594411,-0.0129497821567741,-0.00782074181841141,0.00250328215854595,0.0091136477978004,0.0161238924096111,0.0166433662370157,-0.0505740416036004,0.0155533624691303,-0.0133030377911782,0.0244935969724165,-0.0322465970702328,0.012594393813411,0.00717710904922401,0.0168208254541449,-0.0267949971961864,0.0136024143789959,0.0510712663861459,-0.0224026517089431,-0.00774615041449498,-0.00959887844185927,0.000955645706483714,-0.0307274234323778,0.00906293711362563,0.00687781045933216,0.0255542265553099,0.0131221970985816,-0.0422443981541667,-0.0213214043618351,-0.0257783322379336,0.00742742571444223,0.00705973683661402,0.0246102981898148,0.0240850836770485,0.0260044515335453,0.0235151749252677,0.00357182615912233,-0.0222954057401226,-0.00223166889440189,0.00752139470718336,-0.00221114861334325,-0.010889524613176,-0.00720561702451546,0.0110376429377087,0.0317933783719586,0.0203087875159396,-0.0129205571691261,0.00957305121914553,0.00712289208649714,-0.0233367020748762,-0.0259683690182348,0.0223437909328311,-0.00855990001105817,0.0184860038861944,0.0264861189131856,0.0252794943426559,-0.037213631857825,-0.0290557871359374,-0.0176002696480272,-0.0108735363850645,-0.0114364178253815,-0.00717097593686851,-0.00292434366351337,-0.0137901980970567,0.0382176460966272,0.0353752801110234,-0.00557500670984255,-0.0212402760696939
"JobLevel3",-0.0134873331577086,-0.0289535459788609,-0.0122534063160566,-0.0193938075062443,0.0134691102006556,-0.00163460048766784,0.0115165966655049,0.0114192830487602,0.0260212955846935,-0.0277653653698209,0.0420188225963266,-0.00739167249979268,-0.0379127873760749,0.00028526347529768,0.00812338369811906,-0.00870623287775826,-0.054461872645955,0.0635567424659598,0.00762733346717055,-0.0111214385060905,-0.00166865735467266,0.000180726231489999,-0.0173012330610604,0.0248086451483038,0.0108923990036255,-0.316293232932469,1,-0.117272682938358,-0.0926844505213113,0.0142073947193682,-0.00659345415717137,0.042172247745901,0.00239796403436173,-0.0489265125113498,-0.00824879836155797,0.0164718644032618,-0.0338554210265891,0.0294640197381765,-0.0447617636798464,-0.0379180746026487,0.024774769106843,-0.0240863248449595,0.0084502326590819,0.0753725404621195,-0.0215386804903609,-0.0129700649723285,0.00726397569248483,0.00366584451346404,-0.0187390191652204,-0.00308052497611476,0.013205555600871,0.0238194162731011,0.0420130728305446,-0.00762659133341977,-0.055510112161386,-0.0133903283898487,-0.0137363535047275,0.0454809069604081,-0.00516599712919073,-0.0453295093446411,0.0204731039950436,0.0126692786582729,0.0444214601905279,-0.0347357935762551,0.0171726789492745,-0.00183088941176036,-0.0242108832930983,0.0111285964766068,-0.0098406540399919,0.0584816053929936,-0.0328002545494811,-0.0148845343011062,-0.0288268390741044,0.0568699629795399,-0.0467573593559386,-0.0347357935762551,-0.000645847820558625,-0.0238386867542265,-0.0053547746479852,-0.0222612265918167,-0.0127483724516118,-0.0243580609777154,-0.0153184984299267,-0.0185541654002265,0.0124564208313398,0.0231388319183551,0.01954702851542,-0.030195945584758,0.0416603025324732,0.00615260730893662,-0.0331814241467779,-0.00621139372641868,0.0147455075510266,-0.0186278059216593,-0.0323204718509704,-0.00851823170686323
"JobLevel4",0.000998169708776455,0.0203469901895611,0.0781200809167522,0.0206914208934776,-0.0230697442965674,0.0422236703974957,-0.0110495586905504,0.0292040473633305,-0.0213743931859441,-0.000974756760198666,-0.0157160816632667,-0.0396736474501111,0.0210874940615322,-0.0151339011330602,-0.0199952162032903,0.0270336834882979,0.0369047453400226,-0.00213829591284687,-0.0306926956550201,0.0347636742794476,-0.00281740868687404,0.03980433161058,-0.00632154350889564,0.00293648715806263,-0.0312377931325864,-0.21173426284198,-0.117272682938358,1,-0.0620451902372307,0.04234464777991,-0.00494182846635896,-0.0238058544767508,-0.00215943684549637,0.0468428909659495,0.0189697116298777,-0.020641198020341,-0.0449218044300154,0.0173834257683946,-0.0394798122539373,-0.00137088908705994,-0.0301763110314294,0.0117480235234048,-0.00738633192668989,-0.0329387112939998,-0.00267557740234303,0.0212826563616216,-0.036510215644621,0.00380673879983423,-0.0301170140017927,-0.0199291804816715,0.010719986646277,-0.0258645258346715,0.033029988096676,-0.022282656257665,0.0125177092286106,0.00268018315464495,-0.00797226514720529,0.00130958448058186,-0.00459381185828487,0.0314434223579144,-0.0327094607862002,-0.0479800388811316,-0.0134243008111629,-0.000835443919440819,-0.0180728637866151,0.000755883879212554,0.0192492798808071,-0.0143254356517861,0.0273834563665026,0.02749265495464,0.0312306142933086,-0.0472696566619301,0.00308621207966283,-0.0193622030934136,0.0175130378008134,0.00346684213276939,-0.0194324511793579,0.00104107340494481,0.00490494277009628,0.0080917143383511,0.0299254629089432,0.00750411249723845,0.00906131830914021,-0.0481949391080946,0.0244409336149151,0.0189267959579137,0.0304324078911526,0.0289204485733656,-0.0220725374363085,0.0396464190712174,-0.00673882173869028,-0.03293591278879,-0.0445473102872994,0.022641020457474,-0.00211587005041115,0.0147978355589461
"JobLevel5",-0.0254010309286827,0.020624935857155,-0.00531089263033157,0.00988431741188276,0.0224625881865446,-0.0163402776734226,-0.00337806643488161,0.0299732631871884,-0.0589038023038423,0.030318427007946,-0.0125193538649682,-0.0109973635657052,0.0229663335164916,0.0286935841178157,-0.00441060861342378,-0.0217201966365164,-0.0276706199878078,0.0300519145570266,-0.0213149270352669,0.00216848420747733,0.00996483534220449,0.0179429622912396,-0.00653143996602507,-0.0389993830361799,0.0079204095707998,-0.167340537594411,-0.0926844505213113,-0.0620451902372307,1,-0.0130347768552689,-0.0242559945353641,0.0174266676385882,-0.00639180966785153,0.0291548820507966,-0.00042228874684916,0.00612719986918265,0.0322573380906113,-0.0199881400986772,0.0245328903889379,0.0166658851882298,-0.0293220385900395,-0.0346717064499167,0.0155395330723025,0.0562080612718112,-0.0177218324090696,-0.00575497794405372,-0.00365564201969707,-0.0071061180359695,-0.0297269786660406,0.00785812887589754,0.0673897047228363,-0.00906572859894829,-0.0355827783208467,0.055415787022274,0.000871569840857147,0.00334752673135941,-0.0315292855692594,-0.00152727087554187,0.010086004945151,-0.0283244236057978,-0.00288365027826776,0.00975464068574576,0.00941361742438322,-0.0164942223083367,0.030165622695096,-0.00620248377947187,-0.0365861713455503,-0.0228734228661842,0.0396822130971278,-0.015780765850422,-0.0476118392997239,-0.037358761173264,-0.0429646714758037,0.0249712886954955,0.0155315186433584,-0.0482636090612361,-0.0033837778302384,-0.0243564679349698,-0.0422450497391117,0.0427406309961592,-0.0592380580189556,-0.000923865997401385,-0.0330188255305228,0.00264428188410344,0.0174159211742288,0.00383637481025614,0.000413142246154234,0.0189206093400827,-0.0155964254015505,-0.0188598171968816,-0.0369180366058144,-0.00965323122967673,0.00485293616912693,0.0238283619056657,0.0620765497392393,0.0107214302099913
"JobRoleHuman.Resources",-0.0132274428814008,-0.00490650060453057,-0.0230504745720317,-0.0269603131017973,0.00562522351643743,0.0257986773165593,0.0281076880638402,-0.0285732600041586,-0.0115030490284438,0.0272120404724503,-0.0396851192417159,0.00159581727671523,0.0493035395145601,0.0148067001019761,-0.00368575160240607,-0.0045638315511196,0.0128935710764003,-0.0172800856884412,0.0170083516669428,-0.00764238414534702,-0.00571719831558014,0.0168747276128216,-0.00228636712543772,0.0192602478914587,-0.00769093120692513,-0.0129497821567741,0.0142073947193682,0.04234464777991,-0.0130347768552689,1,-0.0890857160539561,-0.052686218665894,-0.0635767077427741,-0.04633928918544,-0.0962941617949905,-0.103048464131371,-0.0469617970290879,0.0112590785884349,0.0174321857520886,0.0366363805471749,-0.0514396531220232,-0.00680114154728186,-0.0406153256517657,0.070153908106968,0.0284658348798266,0.00702269538066414,0.0066775836401678,0.00326398155631151,-0.0516284747937917,-0.00680114154728186,0.0323370816132604,0.00881626959525074,0.0306732278976816,-0.0491616759354549,-0.0219750475078933,0.0212023794386617,-0.00490008234218945,0.0242408314405628,-0.0299906546074692,-0.000176464352864588,-0.0440695809548045,-0.0140610541486558,-0.0212859524792454,-0.0119316398366501,-0.0222975648654184,0.0105718110302173,0.0258217088211299,-0.00107582400288161,0.00305480170205302,0.0328371408606189,0.0864453832853307,-0.00962700540523913,-0.0173146532391273,-0.00191385348991953,-0.0216468746025208,0.0121274697987991,0.0237144573492482,0.0353148143806031,0.0448184241590865,0.0134414045683156,-0.0126815280639107,-0.00182103548213315,0.0339767042150023,0.000511625910201586,0.00563488118520508,-0.0383327745171627,-0.0336219872913484,-0.0108729074612531,5.59638774842723e-05,0.0281843438843147,0.0414819161659426,-0.0281453799534915,-0.0228841909347364,0.00841452561898448,-0.0276955253941942,-0.00272665080043739
"JobRoleLaboratory.Technician",-0.000584432124905514,-0.0116867506112173,0.0164937855058722,0.00793724343690638,0.010025707891628,-0.0434106658635838,-0.0435105931911997,0.000457589026759328,-0.014837370282658,-0.00261643487823629,-0.00603207399491303,0.0157605235562854,-0.0195966695044611,-0.0200943423736771,0.0308694571264972,-0.0343522292442715,-0.0319062756790583,0.040192371323114,-0.020729743558895,0.014479629002585,-0.0122854157096602,0.0302326470074968,-0.00279130587226297,-0.0206644903208148,-0.00557098498614618,-0.00782074181841141,-0.00659345415717137,-0.00494182846635896,-0.0242559945353641,-0.0890857160539561,1,-0.126361182684713,-0.152480633171304,-0.111138880992263,-0.230949278163415,-0.247148611747164,-0.112631886741122,-0.0069068443904074,-0.00300236121856684,-0.0130397134677035,-0.0207681421478554,0.0176050249083443,-0.0044426485550819,-0.0167575506791582,0.0249192890582548,-0.00614258314526436,0.031466798931708,-0.0102231013516257,0.0323902320224601,-0.0138243620264756,-0.0209053861708142,0.0204624736619364,0.0139406013495802,-0.0120745389282679,-0.00706527633049749,0.000197333992195379,-0.0132185477043497,-0.0186681917797589,0.0431002212160315,-0.0122165019602983,0.0176925486363298,0.0061606670916785,0.0714730867885112,-0.0156391253016507,0.00555931290831225,-0.0207058161510553,-0.00650610462921396,0.0362635635443835,-0.0246211413153021,-0.0355739851331564,0.0135225812114022,0.0299669365072248,-0.00151280741881765,-0.00886915957454303,-0.00819669227002424,-0.0039003971677475,0.00435485669382776,-0.0269603649248054,0.0113348759524024,-0.0281416053897576,0.00898203146051101,0.0129190061813088,0.0245899831910502,0.0434643894707223,-0.0171963120824653,-0.018787952150389,0.0383827367714892,-0.00516807429435705,-0.0394532202918444,-0.0203696357994979,0.0113503659091629,0.0285263882110316,-0.0103204167373584,0.0293129612558589,0.0246507478431408,0.00927730234570454
"JobRoleManager",-0.0231650698460242,0.0443308141928889,-0.0137652492602291,-0.0144723742868575,0.0297833759247775,0.00983195530668809,0.0116688593163324,-0.0100122863750372,0.0303017486062605,-0.0143554132580329,-0.00982426513097842,0.0176988704300161,-0.00940696681148844,-0.0191900410685464,0.055371861687405,-0.0217761477068266,-0.00761166562037348,0.0158075459205029,0.0111683911051298,-0.00374109311932296,0.0208171876284309,-0.0252582392634672,-0.0134484958601591,0.014103352372782,-0.00866063587717025,0.00250328215854595,0.042172247745901,-0.0238058544767508,0.0174266676385882,-0.052686218665894,-0.126361182684713,1,-0.090178631742844,-0.0657286896890929,-0.136585804200961,-0.146166258500933,-0.0666116688112028,-0.0493896377787656,0.0350487597758308,0.0367614174839027,0.0162289821642962,-0.033539643358316,-0.0128231265057769,0.0231423122881213,-0.0172232003902791,-0.000372014054171697,-0.00412977770774902,0.00635493329432254,-0.0183544822076566,-0.0600107490801993,-0.0366628441991117,-0.0490337505404994,0.039784101706857,-0.0291812808578842,-0.042845423919448,0.0132461890901144,0.0346495474110706,0.00886051642472269,-0.0135137918864518,0.00244943392286319,0.00498531734631174,-0.0191204771774635,-0.009092978983673,0.0195130836559186,-0.0213261337593012,-0.0486158182525422,0.00559737027886772,0.0125991245478173,0.00141914277380563,-0.0120675725797322,-0.0187370350437291,-0.0126779730599461,0.0789801085142206,-0.0334763216401917,-0.0337203495061233,0.0195130836559186,-0.0114705433259763,0.00324133639068355,-0.00744924599313747,-0.0327338548700806,-0.0252038500725076,-0.00439806836666371,-0.00629048061380364,-0.0260547836340671,0.00740979117071184,-0.00627858188548558,0.0171141105582871,0.0399244503217177,-0.00472115758398743,-0.0386424343288441,-0.049939670348408,-0.00221105736077624,-0.00956154855434781,0.0735747975110226,-0.000321665421678206,-0.010255019392342
"JobRoleManufacturing.Director",-0.0429106044881866,0.00528776041475179,0.043482954116985,-0.0114628959045429,0.0210220346102915,-0.0151612377079267,-0.0120663100195521,0.0249742332358241,0.0297563655473499,-0.0318465515400221,0.0123815541750513,0.00138185948379212,0.006897679233051,0.00437726979939892,0.00312689793732001,-0.0285065386971373,0.0392128641668139,-0.0265579875773253,0.000857627135816322,-0.0106530004157271,0.0201567286364391,-0.0301605388653142,-0.0199247534788157,0.002537979205437,0.0173083131228147,0.0091136477978004,0.00239796403436173,-0.00215943684549637,-0.00639180966785153,-0.0635767077427741,-0.152480633171304,-0.090178631742844,1,-0.0793151188393041,-0.164818732021047,-0.17637951126267,-0.0803806138968511,0.00904236908867576,-0.0261600355597819,0.0266857081383032,0.000246790376035013,-0.0194463738813495,-0.00173713065740296,0.0340718263446402,-0.0212044108921908,-0.0189129655537286,0.0314382505142171,-0.000477402495514153,-0.00886700594353576,0.0534804522645751,-0.00178677633667595,0.0417634647089931,0.0167779183846567,-0.0268747582898464,-0.017611316142421,0.0231158006552596,-0.0138703755188989,-0.00419814102766158,-0.00601265227539129,0.0020574943038266,-0.0259228691959506,0.0536717917390905,-0.0495932833658994,-0.00427242890746897,-0.0156816157531277,0.0121114315867858,-0.0533230772298577,0.050591527498645,-0.0251601516732116,-0.0336422078626079,0.0089520535874526,0.00629691073899721,0.0112467224999511,0.0184360209711116,-0.0138438744383621,0.00324145424268096,0.0326363105768326,0.000591416282510583,-0.0247116475290797,0.010144715485496,-0.0120345570446707,-0.0118328564664213,-0.026678913952731,0.0121838970146801,-0.00289218214315412,0.0148544296015521,0.0255623189021533,0.048534653698322,-0.0474802110195841,0.00447677050025169,0.0124894431941336,-0.0164164189203291,0.0118764463016002,0.0102260792984489,-0.0140918647317275,0.0139851585518991
"JobRoleResearch.Director",0.0445197143305479,0.003147003597378,-0.00131562384758761,-0.0545587161052763,0.0435232213116966,0.0302881927797534,-0.0152837512974853,0.00296306494713541,-0.00906317909887281,0.0139935286024627,0.0156620803009382,0.0048431754835829,0.0134815344775242,-0.00948787239380076,0.013436926415356,0.00470277874766895,0.0203862296380707,-0.017445444205842,-0.00517029327981426,0.0212895875460551,0.00932973625337137,0.0340315764559073,-0.0341733082751227,0.00918052610853337,5.00610656886557e-05,0.0161238924096111,-0.0489265125113498,0.0468428909659495,0.0291548820507966,-0.04633928918544,-0.111138880992263,-0.0657286896890929,-0.0793151188393041,1,-0.120131777147094,-0.128558106718202,-0.0585871877376779,-0.0279453149410546,0.0514232358908934,-0.0403388725910735,-0.0285185008938224,0.0708730079760976,0.00322946679224098,0.0044853511559417,-0.0241614110480891,0.0380492691271212,-0.0098001313283193,-0.0133038191388981,0.00211886253556635,-0.00482998898724674,-0.0335037714090257,-0.025797839167294,-0.0174151918493363,0.00511058035327601,0.0383937817040677,0.0191480773678725,-0.00688898197166446,-0.031232414553338,0.0155146192635657,0.0553024506197612,-0.00901247278696399,0.0170301716626424,-0.0467733288346141,0.036108152393296,0.037931451786056,0.0359342310419043,-0.0200781788903595,-0.0182345125829373,-0.000842412214932211,-0.0163154603193894,0.0180039780940138,-0.00314036501230662,-0.0138195355241434,0.00507315954008482,0.0230243136226495,-0.0130652617923486,-0.00878833402308654,0.0147695028473095,-0.0458691204372022,0.0245284438340439,-0.00364245163454874,0.016008820811146,0.00223602473657493,-0.0152644569458741,0.0181866810824364,-0.00420007168975188,-0.0419451087089354,-0.0146550908929265,0.0181515821157521,0.0216825276046412,0.0249280422721599,-0.000524950495843654,0.00310124614912872,-0.0307014352562294,-0.0345515514399555,0.000447293907189248
"JobRoleResearch.Scientist",0.0302772831981655,-0.0313148615925896,-0.0126227743989127,-0.00208265048828426,-0.0389193793556038,0.0152626052915369,0.0230479437553475,0.00645086757577906,-0.0485524106218852,0.0238809542256254,0.0304447948132991,-0.0163500770654523,-0.0157043657445988,0.0278095878694267,-0.0180913736853239,0.000198855209970261,0.0243898991857632,-0.0275342359264545,-0.0070215895785134,0.00873044221216199,0.000249109691878834,0.0117720573716312,0.0293920657826012,-0.00342780959343747,-0.0503996581719982,0.0166433662370157,-0.00824879836155797,0.0189697116298777,-0.00042228874684916,-0.0962941617949905,-0.230949278163415,-0.136585804200961,-0.164818732021047,-0.120131777147094,1,-0.267146849811192,-0.121745590713507,-0.0225807836725715,0.032284290607136,0.000433378841063266,0.00136005610382299,0.0204112907166632,-0.0313109510999504,-0.00560976176567565,-0.00317773884009861,-0.0035858663223964,-0.0070782578130107,-0.00552203189586803,-0.0144552590569916,0.029767082095341,0.0125725342420387,-0.00203240454288901,-0.0383204431897998,0.0351732726976585,-0.0309445358952059,-0.0237771488790261,0.00861594696278769,0.0232436786768557,-0.0300455954351049,-0.021360340765266,-0.0149013381147511,0.00727691675340727,0.00983990142396875,-0.0334189314017465,0.00192245853003041,-0.00363488113620802,0.00886618472066347,-0.0256592720478781,0.038641287470603,0.0266854152748686,-0.00836582779962044,-0.0240134081013143,-0.00361998032624385,-0.00115006946385187,0.0254822259686787,0.000126771551859558,-0.0191063292711399,-0.000604472641520024,0.0437171820219285,0.0236121807868554,0.00827513399363883,0.011840525209073,0.00720551051412182,-0.0161493456374101,0.036641349315867,-0.0172824547180103,-0.00470837960724772,0.0355947657813298,-0.00629813935637723,-0.00912133015265352,0.00978765503394644,-0.0063151519908202,0.00153472272530951,-0.0131459293625541,0.0273493763327082,-0.0170088509144421
"JobRoleSales.Executive",0.0113704832409101,0.00296466603340194,0.00596098743287857,0.0313141526315034,-0.0301617900523439,0.0154958688539546,-0.0130011225441731,-0.00357227325842055,0.0203181481701026,-0.016629894547465,0.0142539039218829,-0.00869529225720424,0.00050498765761568,0.0113164696575469,-0.0275338165890238,0.0547289556426692,-0.0112501115137738,-0.00654840940904633,-0.0106527643757117,-0.00313658187249036,-0.0245868863300698,0.00310266440435832,0.0117147369299802,-0.0163987364770528,0.03849220846696,-0.0505740416036004,0.0164718644032618,-0.020641198020341,0.00612719986918265,-0.103048464131371,-0.247148611747164,-0.146166258500933,-0.17637951126267,-0.128558106718202,-0.267146849811192,1,-0.130285117019899,0.0474182862374428,-0.0386271499129562,0.00201980339242276,0.0188264204867944,-0.0154800969980008,0.0463522551789742,-0.0334352610398995,-0.0150690667740075,-0.00573502975949523,-0.0450599713084921,0.0143320406425172,0.0063802198724097,-0.0046847001294631,0.0511917567760705,-0.00381299504718055,-0.034535324518562,0.0427567996331771,0.0387900526520101,-0.0265747277167274,0.0347213027267623,-0.0261792641418218,0.0425275777474606,-0.0365045225642161,-0.000278224184243834,-0.0474741340522086,-0.00866721268328039,-0.0224543434479756,0.00622235506768437,0.0270564938371004,0.0224303220242424,-0.0071826097520849,-0.0233127840095588,0.032207234520289,-0.0142657339311196,0.0120807895530016,0.0039399344067303,-0.0216548495009655,0.00712269166865333,0.00980189602628779,0.00133931449185624,0.0104795750629813,-0.00477383461618638,0.00617822324645168,0.0278744433312825,-6.31885992963316e-05,0.00213128903970523,-0.00783583247772222,-0.0410580521395402,0.0207728400290927,-0.0272058514379283,-0.059798805804569,0.0613049919151555,-0.00984800647236297,-0.0252969289735542,0.0105566800311672,0.0286056598077433,-0.0116068554141909,-0.00533223014802812,-0.0158601856849841
"JobRoleSales.Representative",-0.00810904333746454,0.0125694712378163,-0.0146279540750998,0.00995580715859455,-0.0240594232049777,0.0216800661845116,0.0350558990634357,0.0254546768783053,-0.0129915493107702,-0.00556201776461623,-0.0414459708109757,-0.00580883880991822,0.000511347863390074,-0.000780634133344548,-0.0128856181503292,-0.00403278096762298,-0.0345151724481133,0.0245032334799995,0.0354183833151928,-0.0401225503066912,-0.0122862062434124,-0.0203877563122916,0.0229257182858378,0.0164680686341054,-0.0124863527588046,0.0155533624691303,-0.0338554210265891,-0.0449218044300154,0.0322573380906113,-0.0469617970290879,-0.112631886741122,-0.0666116688112028,-0.0803806138968511,-0.0585871877376779,-0.121745590713507,-0.130285117019899,1,0.00130774926318027,-0.000987834729794642,-0.0190591489796343,0.010372604753491,-0.000382748464671709,0.00123786422595903,-0.00681958012299575,0.0178880690768716,0.0131077758902796,0.000553212468090458,-0.00343413043964392,0.0362435314687168,-0.0264035927032227,-0.0346157434394532,0.00134602189129612,-0.00512788087812721,0.00503334846619877,0.0361098964299789,0.0357127107552452,-0.0523907825145663,0.0280628476815294,-0.00632622395004958,-0.012054691415871,0.0417344780216297,0.0193096280754897,0.0163215839968019,0.0586566508249114,0.00567897577639606,0.00426534393109408,-0.0432177401677798,0.0265957215401915,-0.0425259107917287,-0.0173386181909876,-0.0523907825145663,0.0143641340925563,-0.0148335310281853,0.0320584276877623,-0.0397282587354839,0.00520400495229201,-0.0457391981147488,-0.0231206655838996,0.00294948162507622,-0.0163750528995284,-0.0407498388725457,-0.00265980229852035,-0.0427668897674218,0.00747005105009519,0.00725992748995329,0.0546213852258032,0.0231841027880997,-0.0579336426849331,0.0272942508370328,0.00862281301223786,-0.03989707859649,-0.00257210879749863,-0.0185242742883797,0.0119890185896662,0.0296148004922387,0.0257854470245488
"MaritalStatusMarried",-0.0852690991484083,0.0288247214293555,0.0101598309325649,0.00728821999903692,-0.00737889501285954,0.00856800668699951,-0.0239517916467591,0.037474762880873,0.0324117040820278,-0.0534979174941154,0.00966124434279633,0.0290447083797018,-0.0301179116617226,-0.0123494170076838,-0.0140272013958208,0.0136353323402383,-0.0291975427890591,0.0544176375337277,0.0261338823697645,-0.037024630967601,0.00411427228483576,-0.0116172294738257,-0.0156314511171086,0.0500631470284587,-0.00300556545942648,-0.0133030377911782,0.0294640197381765,0.0173834257683946,-0.0199881400986772,0.0112590785884349,-0.0069068443904074,-0.0493896377787656,0.00904236908867576,-0.0279453149410546,-0.0225807836725715,0.0474182862374428,0.00130774926318027,1,-0.63250374175747,-0.0349632979049279,0.0101039397676702,0.041467321296196,0.0416045540861332,-0.010841311655403,-0.0332556287025999,-0.0412943523513826,-0.0198277165224215,0.0137709618472432,-0.0236293764505461,0.00542882267083239,-0.0328661129778254,0.0288638778595974,-0.00272415707703926,-0.0108101411959415,0.0246556076776362,-0.0127598801121808,-0.0181757761925124,0.0314903114495054,-0.012140198443531,-0.0146552492806397,0.00241283887084842,-0.0732532581925072,-0.0173981826018526,0.0374825102025859,0.0255519732129441,-0.0188486769299808,0.0285314028338385,0.0330682035098659,-0.0278762238998493,0.0314672504694638,-0.00681921739742327,0.00144856571588891,0.0238811860423456,0.00787865177157857,0.0173238675924013,-0.0163583284487728,0.0979016676211978,0.0327228415202305,0.0148497378580945,-0.00553227582539902,0.0139296426771996,0.0478674260840324,-0.0361519883762548,0.0451995419525049,0.012917146747185,-0.005888606980532,-0.0307529152898148,0.0208951455724593,-0.0240622379706576,0.00447480606251369,-0.02186376799632,0.033207701950165,0.0147292893212345,0.0584523765822674,-0.00277788914957707,0.00852005838850246
