"","Attrition","Gender","MonthlyIncome","PerformanceRating","Education2","Education3","Education4","Education5","EnvironmentSatisfaction.0.19","EnvironmentSatisfaction.0.09","EnvironmentSatisfaction0.26","EnvironmentSatisfaction0.56","JobSatisfaction.0.4","JobSatisfaction0.028","JobSatisfaction0.43","WorkLifeBalance.0.1","WorkLifeBalance0.05","WorkLifeBalance0.87","BusinessTravelTravel_Frequently","BusinessTravelTravel_Rarely","DepartmentResearch...Development","DepartmentSales","EducationFieldLife.Sciences","EducationFieldMarketing","EducationFieldMedical","EducationFieldOther","EducationFieldTechnical.Degree","JobLevel2","JobLevel3","JobLevel4","JobLevel5","JobRoleHuman.Resources","JobRoleLaboratory.Technician","JobRoleManager","JobRoleManufacturing.Director","JobRoleResearch.Director","JobRoleResearch.Scientist","JobRoleSales.Executive","JobRoleSales.Representative","MaritalStatusMarried","MaritalStatusSingle","NumCompaniesWorked.0.33","NumCompaniesWorked.0.07","NumCompaniesWorked0.36","StockOptionLevel1","StockOptionLevel2","StockOptionLevel3","TrainingTimesLastYear1","TrainingTimesLastYear2","TrainingTimesLastYear3","TrainingTimesLastYear4","TrainingTimesLastYear5","TrainingTimesLastYear6","JobInvolvement2","JobInvolvement3","JobInvolvement4","PercentSalaryHike12","PercentSalaryHike13.14","PercentSalaryHike15.18","PercentSalaryHike19.20","PercentSalaryHike21","TotalWorkingYears10.12","TotalWorkingYears13.16","TotalWorkingYears17.22","TotalWorkingYears23.","YearsAtCompany15.","YearsAtCompany2","YearsAtCompany3.4","YearsAtCompany5.8","YearsAtCompany9.14","YearsSinceLastPromotion1.3","YearsSinceLastPromotion4.","YearsWithCurrManager1.2","YearsWithCurrManager3","YearsWithCurrManager4.8","YearsWithCurrManager9.","DistanceFromHome11.","DistanceFromHome3.10","Age26.33","Age34.37","Age38.","ActualWorkingHours"
"WorkLifeBalance.0.1",-0.056118809238667,0.0510663621888148,0.0107809540973927,0.042987852145949,0.019801980953354,0.0280917098669832,-0.035404724067038,0.00104314628657849,0.0285157858862048,-0.0302779495817767,-0.00427073184747827,-0.0172900247580117,-0.0510376547127298,0.0303277284666308,0.0189328825709416,1,-0.850092396763762,-0.371119482590465,0.00246668693248168,0.00433523645015114,-0.0235156328685823,0.0304935983824227,0.0204486321700773,-0.00423785140182612,0.00613138105761337,0.022542575930588,-0.0687868394325266,0.000526482112282795,0.00721834881333201,-0.00467601946117384,-0.0237632949712999,-0.0056541956153067,0.0114605359519364,0.0412470032086063,-0.00818387145284938,0.020519372739822,-0.0202749280637017,0.00417946520397745,-0.015191374472472,-0.00538232611464713,0.0262915493210574,0.0044928792941285,0.0416704792169603,-0.029675398016819,0.0151772450277137,-0.0286870568525849,0.0043410993434381,-0.000753875204542592,0.0172172121619105,0.00860034265483572,-0.0378910018363511,-0.0150800574775404,0.000205866699053114,0.0408630068512786,-0.0326920208519543,0.00305706638690081,-0.00512413124676656,0.0345223704591194,-0.00693107464191469,-0.00237657030946456,-0.0430160529278377,-0.0194534680165695,0.00782935919160602,0.0124584774815556,-0.00464908322146334,0.025599716845954,0.00906024013143897,-0.0259806516172339,0.00575737768424334,-0.0157763009747672,-0.0100079950035644,0.00490998991453081,-0.0215561466886069,-0.0291291595568768,0.0198959553866307,-0.000827681220264595,0.0464548842315141,-0.0365069402287281,-0.0315295943286373,0.00767661531766871,0.0127190364073502,-0.0451051927308154
"WorkLifeBalance0.05",0.0100216363158709,-0.041494003115997,-0.023048426091465,-0.0335845534340018,-0.0104621584878831,-0.0244898119263981,0.0209003446123788,0.0171334453560515,-0.0209014784225812,0.0456486539326172,0.00868375548318328,-0.00194060307311907,0.0558407236850859,-0.029306144006656,-0.0259788333602836,-0.850092396763762,1,-0.131537081880608,0.00420844465122903,-0.00960490307460375,0.0111682079068586,-0.020308911074261,-0.0181117943262067,0.00442950238580611,-0.00881645574826741,-0.0186616991042492,0.0683541518679896,-0.000257287664430834,-0.00029474299300054,-0.01587273671697,0.0307143983985249,0.0171299331620204,-0.0201069718243266,-0.0166264320446906,0.00176605641254048,-0.0103105550732764,0.0272147745842704,0.0113896028202381,-0.000984607669515661,-0.0122375766330793,-0.0279851757651078,-0.00328008335823017,-0.0136645811380421,-0.00175157190678959,-0.0220141681062626,0.0217099551016638,-0.0277652026809099,-0.0208778245458957,-0.0234361196767186,0.0173265044327668,0.0448626165007438,-0.00677153548917965,-0.00241010128665753,-0.0472472541036633,0.0385952758706797,-0.0141236956798755,0.00898894143676245,-0.024143114327863,0.00958866666544351,1.03009485131867e-05,0.033098183300838,0.0282043872184067,-0.0362130611628922,-0.00307208806757055,0.0121794867371812,-0.00746147790672404,-0.0138230454622001,0.0232645586018957,-0.00273158582676572,0.0135712573246848,0.0214464081872152,0.00815943053085651,0.0268111002650254,0.0453267313592532,-0.0337713047952051,0.00738242555335561,-0.0674583027856418,0.0317954277563581,0.0244740921891191,0.000512321343397266,-0.0173295197307869,0.0511612885628412
"WorkLifeBalance0.87",0.0995420280449422,-0.0238065201068984,0.0197639141468165,-0.0230504951829803,-0.0175352789644979,-0.0121709142153433,0.0210373098900474,-0.0271655831602042,-0.0155556096858992,-0.0211109974202234,-0.00477140277288308,0.0335303303885855,-0.00677918469596999,-0.00217296988440148,0.0108655650759505,-0.371119482590465,-0.131537081880608,1,-0.0154358932898074,0.0141424342920719,0.0247869913655902,-0.0230113690313864,-0.00489397835420917,0.00353535982054934,0.00554266712623962,-0.0190264930808838,0.00523794633781134,0.000343896958576586,-0.00694356429212754,0.0376828839858585,-0.010614601380956,-0.0134028735302726,0.0157156935068223,-0.0536801684053337,0.0220388311499848,-0.0176049895548286,-0.00896955587365077,-0.0339135965170736,0.0327501759271502,0.0334646644063472,-0.00326009344417375,-0.000486480078157033,-0.0578937076842184,0.0646851428444469,0.00432619817198176,0.0236755844450142,0.0392765352696332,0.0440708527875463,0.0085081249394789,-0.0444966225103735,-0.00700023171297661,0.0392251257060109,-0.00749923234845794,0.011404660749304,-0.00844331875572992,0.0121246076644205,-0.00647010890315966,-0.0215401712880505,-0.00202088744799291,-0.00120313636006628,0.0258199338967728,-0.0220222700130689,0.0546266697784009,-0.0205273363988407,-0.00773999910641714,-0.0279716910699227,0.00110344732145245,0.00892537719119316,0.000335381848894133,-0.00538603875840078,-0.0171330293249325,-0.032126134912521,-0.0119163920884982,-0.0170779265557008,0.0252155174300556,-0.0116693735490315,0.0325070710450613,0.00666274759439401,0.022991039792951,-0.0141090688275247,-0.00012820494084608,0.0039513892569979
"BusinessTravelTravel_Frequently",0.114522984358457,-0.00321802708432864,-0.0374173476592579,0.00698765822001307,-0.0179548644142486,-0.00750399726125426,0.0204778396416798,-0.0102070396579011,-0.005963541497058,-0.0171657350072623,-0.00548342764560679,0.0251209275743662,0.0224630821629531,-0.0094366718367045,-0.0146483610892984,0.00246668693248168,0.00420844465122903,-0.0154358932898074,1,-0.753081719184104,-0.0292277125354907,0.044668257614735,-0.0369820388671592,0.0339276822364897,0.0517144946240437,0.0117930950928109,-0.0418205881642194,0.0311758855472114,-0.0490489031289995,0.0338905292844828,-0.0246812186182273,0.011360795567873,-0.0302162536999392,-0.0083165241899927,0.0383320981060895,0.0204642701239851,0.0218183235341581,-0.00983552819610551,-0.0345622684913806,-0.0307586619157349,0.0268951002255628,0.00373189522204649,0.0199415317005655,-0.0325259488803029,0.0165171498134341,-0.0283269576296083,0.0148409073453452,0.0213324255877047,0.0356424598587366,0.00458787796778454,-0.0128856988084398,0.0105317871175267,-0.0524943573330996,-0.0316139971620818,0.0513319830453716,-0.0238254393599352,-0.0471456048090838,0.0361244192458049,-0.0194065215317931,0.0325475990061774,-0.0222306643721868,0.00972899910838552,-0.0408153423665768,0.024245379008359,0.0088459075979432,0.00768330585127251,0.0376779987744685,-0.00994429788843453,-0.0205423137095975,0.0197132544908563,0.0271853114112447,0.00251921412887147,-0.00148281544433491,0.0416210069399084,-0.0275548496741786,0.0120202657928379,-0.0141165737266376,0.0478576301728744,0.0457617095464338,-0.0108584173424838,-0.0124098432112578,0.00971911555573927
"BusinessTravelTravel_Rarely",-0.0491731269114115,0.0300113025758107,-0.00990873889496219,0.00929749403130471,0.00683498566844505,0.0347631506691959,-0.0181923931619941,-0.0173996217034903,-0.0204698774337053,0.0388769560705085,0.0150502844248121,-0.0265878807902169,-0.00932763321130264,-0.0199483355439024,0.0362732221102148,0.00433523645015114,-0.00960490307460375,0.0141424342920719,-0.753081719184104,1,-0.0121534688079254,-0.0109308545142935,0.0164604617708284,0.00566034989836878,-0.0534740747603653,-0.0208403684427415,0.0384726987562029,-0.0475291899125684,0.0600198543508524,-0.00126909131742397,0.0286325552669705,-0.0154286139593946,0.0391290551965345,0.0154658505290441,-0.0244818710983714,-0.0167803076956395,-0.0271029541952945,-0.00757640638979416,0.0260835123139158,0.0561059781343747,-0.0202163620742591,0.00395001390545296,-0.0172544529257725,0.0274671850221994,-0.0182973593995283,0.00542024139370198,0.0108175133851423,-0.0166703658982358,-0.000656537330831205,-0.00376423716885957,-0.0279313412665526,-0.0250061171877963,0.0349560206640529,-0.00298812057396572,-0.0206438583558673,0.0187902069619696,0.0457387635397408,0.011505245345447,-0.0128878961429099,-0.0366449524598236,0.00373206056041316,-0.0253326336963144,0.0147050374136747,-0.0134428260899529,0.0282241535145254,-0.00151511136081783,0.00469575345082585,0.0054978978124947,0.0274923128125315,-0.0439567149528763,-0.020909940283713,-0.0104718266693263,0.0206005036542139,-0.0184492493088438,0.0183064596104796,-0.030874694683651,0.0257746907301911,-0.0193898265720347,-0.0362334941704841,0.00620986753038434,0.0115641327383092,0.0188749206958737
"DepartmentResearch...Development",-0.0149185787927352,0.0115099976012022,0.053748434636597,-0.031905409285681,-0.0307842975830966,0.0151788204641621,-0.010292078912267,0.0050065880932757,-0.0326984906937002,0.00166852208756556,0.0105301640738036,0.0185164601341456,-0.026142895406749,0.0110726569304457,0.014218192393191,-0.0235156328685823,0.0111682079068586,0.0247869913655902,-0.0292277125354907,-0.0121534688079254,1,-0.907121451242734,0.127574797654305,-0.479040395929069,0.183924070413865,0.0648331124111115,0.0386005814624351,-0.0151827058573324,0.00957106589478679,-0.0292937001119702,-0.0210213081125845,0.0155495116544031,-0.0187855913614482,0.0130740320403941,0.000955191966248715,-0.00260870335090767,-0.0103512820009416,-0.0111232839746873,0.0349558779615851,0.0291582638930575,-0.0103230531524278,-0.00306359263800139,-0.00939401353305428,0.0488501672073069,-0.0430213250592622,0.022809842015928,-0.0157342110280327,-0.00943834197376501,0.0216079406579436,-0.0417729205196355,0.00187692179870015,0.0232551390054094,0.0167025418936465,-0.0194668234860557,0.0369002822793093,-0.0397695979689898,-0.00650802642517946,0.0126649672612678,0.00511481685990073,0.0219213749568068,0.00440008925233297,0.0120805209204621,-0.038804669538668,0.0314804383665682,0.0013311711845795,0.0068626872125117,0.0253633071621708,-0.0169778076608891,0.030345150059182,-0.00531054102374674,0.00753722698782991,-0.00678752292266088,-0.0105963320150405,0.0142834697435478,-0.00748096663882947,0.0394789541917576,0.0237906506023494,-0.0295375166881675,-0.00188691868569707,-0.0311596115181354,0.0216894959896932,0.0179612813638532
"DepartmentSales",-0.0191276420852754,-0.00764791552021072,-0.0421026608805261,0.0304421372443114,0.035739510986766,-0.0135881015190914,0.00717578009182738,-0.0130936853260847,0.0451380229220863,0.00257162554248768,-0.00387414068228348,-0.0190929724824171,0.0220407442458539,-0.00246273684233788,-0.0212716802301346,0.0304935983824227,-0.020308911074261,-0.0230113690313864,0.044668257614735,-0.0109308545142935,-0.907121451242734,1,-0.102485090238022,0.528088488341661,-0.167634057973593,-0.0638422549911996,-0.0314526960863453,0.0129419420736396,-0.0128308189550358,0.0333359290498381,0.000377095844345501,-0.00629797626075461,0.0130308520800148,-0.00561805238101324,-0.0101999243393777,0.0184206896016505,0.012469401431118,-0.00307420837289753,-0.0391844832473162,-0.0390664849687037,-0.00182870869384568,0.00175032799983739,-0.00995396228228387,-0.0211368838535177,0.0437201394890412,-0.0344442121210877,0.0202852926144226,-0.00382215780318627,-0.0234546475347952,0.0305309581396856,0.00463085933346097,-0.0128134793952195,-0.00455494329946538,0.0303590861368233,-0.0401701886302201,0.0368482643837361,0.0173451786659653,0.00167826374376676,-0.00793266165678486,-0.00918778012449869,-0.012530262771084,0.00240722403785471,0.0479727661888122,-0.028969065252654,-0.0158700774362434,0.00593499102087129,-0.0134598122619624,0.00611111792368427,-0.028689350474394,0.0105608787054841,-0.0193496123270953,0.0202891928557659,0.0140062319824064,-0.00956760761404365,0.0156544750886158,-0.0314740301856732,-0.0184501226892993,0.0392565162500689,0.0102586790990563,0.0195270725533588,-0.014943792274199,-0.0238235463297723
"EducationFieldLife.Sciences",0.0126684998917358,-0.00569858552579075,0.00452686094914443,-0.0111070170190297,0.0212080406449165,0.0118761255521483,0.00481770840764326,-0.029295667251419,0.00241132381930414,0.0184530021538465,0.0166290469273284,-0.0322445117552646,0.0349306227666724,-0.0421874426547754,0.00688943598303491,0.0204486321700773,-0.0181117943262067,-0.00489397835420917,-0.0369820388671592,0.0164604617708284,0.127574797654305,-0.102485090238022,1,-0.291680745703922,-0.568115594423839,-0.203561250881795,-0.26306277930756,0.0131055550253039,-0.00760612520558425,0.00191084484294865,0.0104087566101425,-0.00306881503400166,-0.012945643180251,0.0218043760476269,0.0219340431831185,0.0114044694224647,-0.00424453605198635,-0.0247239897422475,-0.0122286168144084,0.0099962351642053,0.0394662081513386,-0.0128358474992956,0.0163333425662942,0.00278348393963894,-0.0155321029554321,-0.00558376998228585,-0.0355506250124429,-0.00150023270324823,-0.0124116195592463,-0.018650229315356,0.0399070754761645,-0.00605162110187337,0.0362685608851342,-0.0272924064327707,0.00838238158997064,0.00861601726151066,0.018723876348613,-0.0321100874734307,0.00859239481606953,-0.0142597570956903,0.0196127477779523,-0.0197374547488321,-0.0217059329704215,-0.0064674964808845,0.0306819622537923,-0.00497464142402621,-0.0162001557849061,0.0180943871987491,0.00532490272176799,-0.00275801357151101,-0.00372833245808987,-0.0213137511594617,0.0210849714971141,-0.0415773919715085,0.00109872645242792,0.0247002971222933,-0.00580393817574331,0.00701809641716674,0.0133587591872762,-0.018034960799274,-0.0132892475677513,-0.0148281689161291
"EducationFieldMarketing",-0.00366751074022254,-0.00278247978276247,-0.0356381264293,0.0208148150073225,-0.0307772947795735,0.0188241471532413,0.00972990751555013,-0.0394728752326749,0.0269721140255215,-0.0378177709101593,0.00282421986830219,0.0455299616498739,0.0316911344954895,-0.00391404591683176,-0.0280390183976416,-0.00423785140182612,0.00442950238580611,0.00353535982054934,0.0339276822364897,0.00566034989836878,-0.479040395929069,0.528088488341661,-0.291680745703922,1,-0.236765450556945,-0.0848353253352294,-0.109632930479022,-0.0126241004710654,0.00251877434538992,0.0382069467801666,0.0157584546066671,0.0161757625354697,0.029010834999611,-0.0263392258644873,-0.0265861979018004,0.0325635661083061,0.0129153536293945,0.00370820150632564,-0.0186358782124717,-0.012157165099476,-0.0230522503641082,-0.000661155829277092,-0.0418977191747278,0.024496745645162,-0.0154205187567099,-0.00770739162549081,0.00738951722300769,-0.017322136940932,-0.00971698745886384,0.0316941356807253,-0.00998584307491804,-0.00692917663923524,-0.0107768891305458,0.0220843985242202,-0.0129189500044319,0.0105408640094013,0.022965255963027,0.0277309151685787,-0.0300038962152436,0.00616404798208974,-0.0236933388958118,-0.00552934888087963,0.0370964553804142,0.00798144176255877,-0.0281374231317266,-0.000371961107395521,-0.0137618036332523,0.0192858052474475,-0.0277254694677456,-0.00197969257611482,-0.0153927564339224,-0.00931306062355161,0.0122014521299151,0.0199293187053133,0.018579579734416,-0.0539014357746686,0.000104204981599174,0.01923423184455,0.000735491435268594,0.0473908003392069,-0.0365507009442424,0.0269561797190617
"EducationFieldMedical",0.000309131359125187,0.0301474760776368,0.0275553555800888,-0.0144373402282403,0.0177618106176847,-0.0230763304500152,-0.0207889935152297,0.0317469791237843,-0.00437790920647378,-0.0089241567367233,-0.0122965663263188,0.0156781178237052,-0.0389040729097434,0.0386747874401377,-0.000523622748226662,0.00613138105761337,-0.00881645574826741,0.00554266712623962,0.0517144946240437,-0.0534740747603653,0.183924070413865,-0.167634057973593,-0.568115594423839,-0.236765450556945,1,-0.165236382554666,-0.213535443751025,-0.0281173889488789,-0.0152574016095196,-0.00824052854185361,-0.00538355765346232,-0.00326587602783549,-0.000362408797009984,-0.0126413156768512,-0.0219261305676632,-0.0332898264093092,0.0288058809903851,0.0113511107741978,0.0227464159986803,-0.0222161427900154,-0.0038717351694302,-0.0148884344328192,0.00486066500132265,-0.0113329776516392,0.0467545509094475,0.00586654201464435,0.0387539145695671,0.00404380765225437,-0.00571891076460557,0.00043723981941817,-0.0297596334533034,0.0352202213932125,-0.0195974144395918,0.032797482454016,-0.0141884541218764,-0.0230745386632368,-0.0331569949300015,0.0193489679849227,0.015565284098121,0.0187988196249941,0.00415598700573971,-0.00464553884820988,0.000383788439533101,0.0193174329981344,0.0122167664704483,0.00479066070031869,0.0308644217390663,-3.97974369576673e-05,0.0111400098706689,-0.00853882665055161,0.0265719002595417,0.0312100795179167,-0.0079547653148045,0.00692828422708158,0.00471142406224862,0.0093724480304786,0.00838216620007335,-0.0156674017255006,-0.00816524682993269,-0.032014513611896,0.0412186547323618,-0.0169297440428241
"EducationFieldOther",-0.0259116404977623,-0.00491309047524215,-1.09120733909515e-06,-0.0115600763200518,-0.0432748953283883,0.00682027749210367,0.0588361693323589,-0.0280722653678238,-0.0521375968913463,0.0058061923250167,-0.00523031783585746,0.0171430901390054,-0.024160421957105,-0.00101426975857569,0.0272628209093392,0.022542575930588,-0.0186616991042492,-0.0190264930808838,0.0117930950928109,-0.0208403684427415,0.0648331124111115,-0.0638422549911996,-0.203561250881795,-0.0848353253352294,-0.165236382554666,1,-0.0765117917272468,0.00744817214500667,0.0236506690154728,0.000859367404513922,-0.0400412583096779,0.0175465872118098,-0.0188720092525244,0.0151494461441989,-0.000489485144008834,0.00716133992895813,-0.00239111149188175,-0.0157338935306689,0.0177480266518066,0.0504774943808259,-0.046129757620942,0.0141505602206608,0.0165636020554959,0.0139866708806463,-0.025624610071004,0.0113724764310912,0.0158609856448971,0.000433564919364923,0.0644588570870662,-0.0404184886204374,-0.00899410846004553,-0.0177718062553641,-0.00888481390017157,-0.0132178898342587,0.0034704021137833,0.00967958953843097,-0.043876949409222,0.0141507095824205,-0.00353908378715937,-0.0033549839814522,0.0229618929005837,0.0241300193503475,-0.0160621323426608,-0.0288529237801377,-0.0202344961518774,-0.00761776546204569,-0.0326996691707638,-0.0103462691046783,-0.0300944857840499,0.0434566399426512,-0.0223946957709682,-0.00663496651730912,-0.0161383474518675,-0.0191081053275658,-0.0305485175721488,0.0174519266967135,-0.0177353204936175,0.0128169559973485,0.00520589068306577,-0.0248538842826552,0.00796241055966086,-0.0280413008467532
"EducationFieldTechnical.Degree",-0.0405977961542993,-0.0185642576599444,-0.0084898037593398,0.0216396664206226,-0.00208197640696586,-0.00644241921261763,-0.0253180612951591,0.0626798043992585,0.0323880915140472,0.0205850410715864,-0.00263599647975054,-0.0321552826021574,0.000305418752967885,0.00159493356388365,-0.000765813598472448,-0.0687868394325266,0.0683541518679896,0.00523794633781134,-0.0418205881642194,0.0384726987562029,0.0386005814624351,-0.0314526960863453,-0.26306277930756,-0.109632930479022,-0.213535443751025,-0.0765117917272468,1,0.0150614776667827,0.016180272495094,-0.0325505075038755,0.00890484757916169,-0.00874685341103622,-0.00760076136997408,-0.0110318850548052,0.0163567861739684,-0.00176986695682545,-0.0433977448799596,0.0383855572926276,-0.0148583062530208,-0.00194260263457625,-0.0115417559517198,0.0277395040321362,-0.0137456764728751,-0.00882013887746356,-0.021872221363212,-0.00143657369277094,-0.0168060330663673,0.0178874317724359,-0.0251305443021826,0.0345862050273439,-6.46078609188702e-05,-0.0233927281265034,0.00210420559928914,-0.00935388260474459,0.0244533399835845,0.000584579451562578,0.0293999668319037,-0.0095711710298596,-0.00225385652867921,-0.0149302201653074,-0.0321719143517009,0.0402022638556618,0.0159108947340346,0.00406732973827975,-0.0306844508328235,0.0218887939167751,0.0302644162551727,-0.0412813560880375,0.0224385399781898,-0.000204047829427345,5.66964445296686e-05,0.0181365982326022,-0.00928474990825116,0.0587985764718974,0.00411158854250817,0.00206827796038781,-0.00431238020895361,-0.00255255714998223,-0.013171352763109,0.0393918985040231,0.0153471410762646,0.025057286241763
"JobLevel2",0.0339287378228841,0.0262115620648822,0.00921094955025801,-0.0267178163413165,-0.02400217543714,0.0468568838921566,-0.0103379634537823,0.00446398738353961,0.029317596854667,-0.0560740321421328,0.0120495162780481,0.0448227665421106,-0.00300348791501714,0.00819182989829158,-0.00174049563885077,0.000526482112282795,-0.000257287664430834,0.000343896958576586,0.0311758855472114,-0.0475291899125684,-0.0151827058573324,0.0129419420736396,0.0131055550253039,-0.0126241004710654,-0.0281173889488789,0.00744817214500667,0.0150614776667827,1,-0.315316695059476,-0.210821081267751,-0.167826727436243,-0.0145097171138549,-0.00895299888527324,0.00524174189333151,0.0080074615413705,0.0128520830304407,0.0138742746363523,-0.0488477240929604,0.0161748295210195,-0.0130290084109495,0.0253899593920436,0.015109020185512,-0.0136553597048922,0.00910768555986239,-0.0107528134152167,-0.00130182011075949,-0.0296206390628555,0.00795026807931991,0.00609397678379293,0.0262183272771076,0.0130880127328525,-0.042179849826936,-0.0195287936298553,-0.0264111716199299,0.00549012067425106,0.00700374647148275,-0.0338331731798552,-0.0240233371812541,0.00953876280293023,0.0517087434955113,0.0255717629354546,-0.0142155174249803,0.00315546889570402,-0.0144560845919123,0.0128262857322714,0.0160464506566422,-0.0460789147956704,-0.0167349135631001,0.0291781019306719,-0.0146838647831645,0.00809708278879382,0.0016916836694474,-0.0171737068179919,0.00792498904117391,-0.00119841364993487,-0.0125949866667653,0.0447739932435297,-0.0494394812871686,-0.0186557886607004,0.0163096574619845,0.015157045302084,-0.0215373442539876
"JobLevel3",-0.0159934032252711,-0.023861838621378,-0.0125883965013508,-0.0189658040337632,-0.0233324142175198,0.0198392568429333,-0.00390631069294128,0.0094638733468528,0.0265449427173608,0.0104071516448335,0.0109769906167522,-0.00848955307313949,-0.0339013851507796,0.0244262771565887,0.0103126798485998,0.00721834881333201,-0.00029474299300054,-0.00694356429212754,-0.0490489031289995,0.0600198543508524,0.00957106589478679,-0.0128308189550358,-0.00760612520558425,0.00251877434538992,-0.0152574016095196,0.0236506690154728,0.016180272495094,-0.315316695059476,1,-0.116487860711059,-0.0927316012783228,0.0133211804693529,-0.006451618070423,0.0442231155899454,0.00193750260146145,-0.049252904955299,-0.00636648446981955,0.0169762697573457,-0.0354731257474955,0.0284474955884402,-0.0398169220329319,-0.00798612126099834,-0.0302060396794085,0.0235134109615688,-0.0139330693023039,-0.00243854431302744,0.0113933190448061,0.0220293393442461,0.0424654224456054,-0.00732759949449357,-0.0565378985641987,-0.0113032865058792,-0.0148995660110871,0.0457710787119131,-0.00341563274327625,-0.0472053641266929,-0.0580086837946524,0.0141744140021146,0.0219941428630312,0.0172335733920563,0.00435014112759001,0.0105655358919615,-0.0249416284274067,0.0110164124665423,-0.00232068635452467,-0.0455155759634648,-0.00575326406449667,0.0714891469629026,-0.0366645733855698,0.00997625310787856,-0.0134409131901622,-0.0258864030506063,0.0412946331167203,0.0240226279413806,-0.0376838321789617,-0.0139124183805351,-0.0334806683918891,0.0431692233071409,0.00886278853159527,0.0204986262009016,-0.0312176627495197,-0.00332549979719535
"JobLevel4",-0.000548395575071082,0.0192682983463643,0.0780178330808151,0.0312647250559463,0.0176989099896552,-0.0227388680381685,0.0433441593679805,-0.00693047378971277,-0.0215740017682504,0.0296730940050854,-0.00941659925458655,-0.00219417893880838,0.0215723193967674,-0.0470219507277056,0.0351016506452874,-0.00467601946117384,-0.01587273671697,0.0376828839858585,0.0338905292844828,-0.00126909131742397,-0.0292937001119702,0.0333359290498381,0.00191084484294865,0.0382069467801666,-0.00824052854185361,0.000859367404513922,-0.0325505075038755,-0.210821081267751,-0.116487860711059,1,-0.0620004482969048,0.0461712108788107,-0.00444064345130236,-0.0245333177568758,-0.00358297090542261,0.0493005633148787,0.0191297487051195,-0.0223723059337779,-0.0453629900493865,0.0184535282495191,-0.0391440574640254,-0.0183765712972417,-0.0187712591206399,-0.0200073681920119,-0.0320058372497179,-0.0203370904664385,0.00967119745966726,-0.0261334136647311,0.0357999976858598,-0.0248532187636611,0.0110526880902842,0.0041093347449818,-0.00862626101261315,-0.000434866437574478,-0.00320201495999082,0.0320586598325039,0.0980595138132803,0.0084969587730953,-0.0198941958074798,-0.0227629024183773,-0.0271834538470493,-0.00652172589168397,0.00685414574722873,-0.00955945224286639,0.0161212535637153,-0.00313392793710039,-0.00165296443403666,-0.0155264417896264,0.0122587667871179,0.0138542067045261,0.0597767019425626,-0.026565711101622,-0.0193623163149236,0.00702928452471933,0.0242241360955151,0.00981809752135023,-0.0285952636125611,0.0278721972710766,0.0310256611635999,0.0153836914188815,-0.0416919653901785,0.0153352307112756
"JobLevel5",-0.0185315127375992,0.0222826717759437,-0.0034271382648882,0.00534442704502487,0.00614623845408812,0.0209675755631617,-0.012122977108421,-0.00466339123766381,-0.0567200455453696,0.0295384998115792,-0.0167919954283576,0.00627723457616664,0.0180922558069378,-0.0137553285342274,-0.00392443526677922,-0.0237632949712999,0.0307143983985249,-0.010614601380956,-0.0246812186182273,0.0286325552669705,-0.0210213081125845,0.000377095844345501,0.0104087566101425,0.0157584546066671,-0.00538355765346232,-0.0400412583096779,0.00890484757916169,-0.167826727436243,-0.0927316012783228,-0.0620004482969048,1,-0.00776282374301534,-0.0265132077650765,0.0152213803486857,-0.00836515043157399,0.0320084466825362,0.00214375977135254,0.00528643676023772,0.0294861269553735,-0.0231108259727835,0.0269798949735956,0.0344800082656156,-0.0146875675110384,0.00758188256974569,-0.0325934952392848,0.00607306089217462,0.0689344146181361,-0.00509306628188941,-0.0377401000276632,0.0540596256504482,0.00286582288551872,0.00494227870880143,-0.0320223226744309,-0.00459507416006544,0.0147469643111517,-0.0298694868177006,0.0160568274783886,-0.0160640836807557,0.0422309847527439,-0.046986020118738,-0.00011646804733514,0.0719171788715259,-0.00304157620137474,-0.0545288139435434,-0.02036102153477,-0.077001811911687,0.0232039819236069,0.0596083090830867,-0.0333005109469685,0.0274412902503525,-0.0109312068831149,-0.0162237301582299,0.0232336979614495,0.0474944979738259,-0.0314068232781315,-0.0480462246579802,-0.0197857853087351,-0.00982862068983955,0.0125835083614772,-0.0234996764304977,-0.00115511820028057,0.0103595404390078
