"","Attrition","Gender","MonthlyIncome","PerformanceRating","Education2","Education3","Education4","Education5","EnvironmentSatisfaction2","EnvironmentSatisfaction3","EnvironmentSatisfaction4","JobSatisfaction2","JobSatisfaction3","JobSatisfaction4","WorkLifeBalance2","WorkLifeBalance3","WorkLifeBalance4","BusinessTravelTravel_Frequently","BusinessTravelTravel_Rarely","DepartmentResearch...Development","DepartmentSales","EducationFieldLife.Sciences","EducationFieldMarketing","EducationFieldMedical","EducationFieldOther","EducationFieldTechnical.Degree","JobLevel2","JobLevel3","JobLevel4","JobLevel5","JobRoleHuman.Resources","JobRoleLaboratory.Technician","JobRoleManager","JobRoleManufacturing.Director","JobRoleResearch.Director","JobRoleResearch.Scientist","JobRoleSales.Executive","JobRoleSales.Representative","MaritalStatusMarried","MaritalStatusSingle","NumCompaniesWorked1","NumCompaniesWorked2","NumCompaniesWorked3","NumCompaniesWorked4","NumCompaniesWorked5","NumCompaniesWorked6","NumCompaniesWorked7","NumCompaniesWorked8","NumCompaniesWorked9","StockOptionLevel1","StockOptionLevel2","StockOptionLevel3","TrainingTimesLastYear1","TrainingTimesLastYear2","TrainingTimesLastYear3","TrainingTimesLastYear4","TrainingTimesLastYear5","TrainingTimesLastYear6","JobInvolvement2","JobInvolvement3","JobInvolvement4","PercentSalaryHike12","PercentSalaryHike13.14","PercentSalaryHike15.18","PercentSalaryHike19.20","PercentSalaryHike21","TotalWorkingYears10.12","TotalWorkingYears13.16","TotalWorkingYears17.22","TotalWorkingYears23.","YearsAtCompany15.","YearsAtCompany2","YearsAtCompany3.4","YearsAtCompany5.6","YearsAtCompany7.14","YearsSinceLastPromotion1.3","YearsSinceLastPromotion4.","YearsWithCurrManager1.2","YearsWithCurrManager3","YearsWithCurrManager4.8","YearsWithCurrManager9.","DistanceFromHome11.","DistanceFromHome3.10","Age26.33","Age34.37","Age38.","ActualWorkingHours"
"EnvironmentSatisfaction4",-0.0480979160524043,0.00870808301670039,0.000240752584698509,-0.015411945185221,0.0216830658313243,0.0201615787431395,-0.0526587430628815,-0.0191130190055134,-0.326254718714077,-0.440776092665212,1,0.0088447227113234,-0.0114807995512365,0.00870707154109132,-0.0186676181424156,0.0206291215528402,-0.0120485785217351,0.00150026568997226,0.0101130909391356,0.0133017671259086,-0.0305113474066606,0.0104353030393332,-0.0341854755733952,-0.00127906961259382,0.0302925577687885,-0.0233149046344759,-0.0229918489932759,-0.0277653653698209,-0.000974756760198666,0.030318427007946,0.0272120404724503,-0.00261643487823629,-0.0143554132580329,-0.0318465515400221,0.0139935286024627,0.0238809542256254,-0.016629894547465,-0.00556201776461623,-0.0534979174941154,0.0403705298432118,-0.0014268029967651,-0.047766605813249,0.0403200213504173,0.0099241835559475,-0.0210241207290278,0.0398889185755695,-0.0097139926374083,0.028299387852472,0.00275078510025327,-0.000300620073431843,0.00944936737574724,0.00155599058131059,0.0122852211270222,0.00421766821005332,0.0181290771052202,-0.0155866601867494,-0.01405607548804,-0.0122194814200365,-0.0206358294924062,0.0108115476664158,0.0133568705161509,0.0102951057498624,-0.0279707920229013,-0.0175949653739546,0.00611659686734548,0.0207591784966431,-0.0196506268723426,-0.0115284671961296,0.000233073218450518,0.0147043500511561,-0.0176926889671668,-0.0100761750604561,0.0197257809016822,-0.0179035907157455,0.0147523286298872,0.0228715082632496,-0.0162641977081329,0.00156634908915251,-0.0337952387877401,0.0262563505716377,-0.027321383367446,0.00148333237595812,-0.00643902344704984,-0.0122070807504724,-0.0203612229992256,0.0231113521410318,0.0465386268359011
"JobSatisfaction2",0.00318007492582447,-0.0348701937473821,-0.038508000380399,0.00279064317648305,0.00523174158530402,0.0113647240410259,-0.0379434196859169,0.0206667829864328,0.0185259979603265,0.000704462813436296,0.0088447227113234,1,-0.319558304967819,-0.326279594360214,-0.028429517816699,0.0177288753087477,-0.00217822558068847,-0.017907132876597,0.0143924859995014,0.00838548687656614,-0.0117644792581464,-0.0312471780639025,-0.0090351133868102,0.022783717974226,0.0146081085177948,-0.00310067907942175,-0.012475419201585,0.0420188225963266,-0.0157160816632667,-0.0125193538649682,-0.0396851192417159,-0.00603207399491303,-0.00982426513097842,0.0123815541750513,0.0156620803009382,0.0304447948132991,0.0142539039218829,-0.0414459708109757,0.00966124434279633,-0.00697256861459348,0.00642609358636569,-0.0212011181451554,-0.0383962226473092,0.00744859751213991,0.0395980970806463,0.0238866119599146,-0.00954035518994293,0.0365576190691476,0.00167050071301955,-0.00439099690229063,-0.0174772734522376,0.0483797728120284,0.0274857508209169,-0.0164784559597181,0.0220265987375511,-0.0122045734538854,-0.0222166861477179,-0.0269390114730905,-0.00446635683385243,-0.0134439416649413,0.0271087783811873,-0.0389098980357214,0.00463633933446589,0.00332469628746027,-0.012701597413255,0.021201719540058,-0.0690587574806021,0.025173760022129,-0.0210635471438881,0.0344939503530607,2.21339324806255e-06,-0.0182034932191811,-0.00156403604286445,0.000114164430443256,0.00146393414166798,0.0033393483677488,0.00436420256380606,0.000513080310584879,0.00758545846356204,-0.00690899266350092,0.00514817406508433,0.0105367844790229,-0.00904848923140407,0.00223221506666645,-0.00379269122253929,0.00147755834463214,-0.0335054811867626
"JobSatisfaction3",0.00623722557201124,0.0102200118295274,0.0509983037288976,0.0358426107694171,0.0205503270689444,-0.0284199433581868,0.0318698316893203,-0.0348256743704874,-0.00878688716730937,-0.0269708972505409,-0.0114807995512365,-0.319558304967819,1,-0.440498950513897,-0.00946368266716932,0.0152099343163214,0.00392745380181831,0.00411230523319287,-0.0341135845831562,0.00743400471279554,0.0055933285190456,-0.0157250120354487,-0.000576222224513794,0.0205786918374217,-0.00983989634971698,0.00224667384473293,0.0199342032337205,-0.00739167249979268,-0.0396736474501111,-0.0109973635657052,0.00159581727671523,0.0157605235562854,0.0176988704300161,0.00138185948379212,0.0048431754835829,-0.0163500770654523,-0.00869529225720424,-0.00580883880991822,0.0290447083797018,-0.019022207256491,0.00778363123467554,0.000515486852471405,0.0237220943996438,-0.0152231446315735,-0.0443550089089865,0.0178137635662195,0.00138268419175236,-0.00995120872515553,0.0097778692916701,0.010508264522751,0.0286133260625075,0.0230682950289586,0.0118038775282413,0.018854600715073,-0.0276117151561496,0.0234500598420796,-0.013569299790744,0.0166091872449658,0.045548409735979,-0.0505219844158878,0.000706686881443382,-0.0444658973792082,0.0391354283117355,0.0333073374118999,0.0211393770291196,-0.0565680820316721,0.00769111071928339,-0.0301021724577351,0.0170947903784393,0.00732579069896675,0.0307641538012231,0.0358005659874595,-0.00545938063675671,-0.0127888562081261,-0.0256744454161983,-0.00907741078771249,-0.0108175722616462,0.0268893196921818,-0.0158672896308171,-0.0176734880684166,-0.016502628282717,0.0211723556261301,-0.0171671197907558,-0.0354394495746549,-0.00614009798836043,0.0249982936330977,-0.0171367303118936
"JobSatisfaction4",-0.0868753246447655,-0.00757920852653081,-0.0178137915107791,-0.0621631536790776,-0.0170236398120579,-0.0062801503957928,0.0154260069764149,-0.00689060751158044,-0.000361697245977632,0.00959720792280336,0.00870707154109132,-0.326279594360214,-0.440498950513897,1,0.0560900705341484,-0.0467219360725976,0.000649305096300589,0.0244685804172229,-0.00943449220379302,-0.0283242108060141,0.0235276250053779,0.0338546713885946,0.0346752595132122,-0.0390584189898946,-0.0253894152730295,-0.000227941997465544,-0.00406936796354945,-0.0379127873760749,0.0210874940615322,0.0229663335164916,0.0493035395145601,-0.0195966695044611,-0.00940696681148844,0.006897679233051,0.0134815344775242,-0.0157043657445988,0.00050498765761568,0.000511347863390074,-0.0301179116617226,0.0347259295754935,0.022867605533208,-0.015917881375442,0.0378955676581406,0.00631688224862915,-0.0158394635094526,-0.0484815279513958,-0.0305917837128843,-0.0246803339837237,-0.0102150511402991,-0.00223758811707029,0.0233400228928657,-0.0269794291141179,-0.00897409101519264,0.010269544129417,0.0123324603957773,-0.0243052017377822,-0.000629247076819144,-0.0096486076881043,-0.0466054981222785,0.0537158967602717,-0.0157448596488996,0.0412917834909579,-0.0324769738800729,-0.0425865793429511,-0.0150352718529335,0.0713343630246592,-0.00389064851827978,0.0481965497174866,-0.0358813320115343,0.00401532376598677,-0.0376505026468835,0.0117102616667871,-0.0383513260270794,0.0324733821311143,0.0321896706580729,0.0263421015645202,-0.0073945585367038,0.00678847410457859,-0.0118452530209225,0.0280596605138948,-0.0183768733915804,-0.0211291633530047,0.0149579910640974,0.0186608742737309,0.0157375038437434,-0.0210597556608486,0.0414126085047787
"WorkLifeBalance2",0.00681324314998304,-0.0427045271446853,-0.0248974542649093,-0.0339194725892433,-0.00887336204265706,-0.0251592753918559,0.019784449926735,0.0194420627573711,0.0442463466726064,-0.0193978185132992,-0.0186676181424156,-0.028429517816699,-0.00946368266716932,0.0560900705341484,1,-0.685994379044405,-0.188812704739851,0.00691756269815707,-0.0134151462154464,0.00801679297505066,-0.0172915052684058,-0.0198283176248756,0.00596704031517854,-0.00802387695967076,-0.0177997495340157,0.0679272775092129,-0.0049192182169468,0.00028526347529768,-0.0151339011330602,0.0286935841178157,0.0148067001019761,-0.0200943423736771,-0.0191900410685464,0.00437726979939892,-0.00948787239380076,0.0278095878694267,0.0113164696575469,-0.000780634133344548,-0.0123494170076838,-0.0258898561166501,-0.0146373357642488,0.00220709943459646,-0.0458112748433426,0.0500563679907449,0.00206267013236034,-0.00775232291652348,0.0132611883650278,-0.00911716705558725,-0.0118082229796066,-0.0226279186180596,0.0231338098845453,-0.0268420243426324,-0.0226099168550633,-0.0216329914548984,0.015926274180369,0.0458785764297951,-0.00781313137705479,-0.00108825230808183,-0.0465799434794904,0.0385598184586917,-0.0132586549409902,0.00829166559706427,-0.0235672026650334,0.00792316549535421,0.00138798202484862,0.0328084541550019,0.0303035539091091,-0.0360871301006371,-0.00250694605066873,0.0108166552628869,-0.0082816331381874,-0.0181345613887195,0.0244049603415336,-0.00246258625889494,0.0122708973372153,0.017089500520839,0.0112847120147335,0.027097626394677,0.0446037893901357,-0.0328806170789336,0.00757106683274887,-0.0668111759992528,0.0316783381284342,0.0237856835667139,-0.00203743505030167,-0.0129836668913224,0.0488292846777519
"WorkLifeBalance3",-0.0603826947074015,0.0591709517824625,0.00136562799208359,0.054962568538438,0.0262002792233621,0.0231874591367759,-0.0306947570455355,0.0162450650001702,-0.0120838556800643,0.0048569338131691,0.0206291215528402,0.0177288753087477,0.0152099343163214,-0.0467219360725976,-0.685994379044405,1,-0.424659777515941,-0.00347917042411386,0.0165943223239904,-0.0291315005254941,0.0351771128533286,0.0130546556298943,0.00830375621042158,-0.00265884082790793,0.0171104759552905,-0.0483968827867508,0.0343049438429638,0.00812338369811906,-0.0199952162032903,-0.00441060861342378,-0.00368575160240607,0.0308694571264972,0.055371861687405,0.00312689793732001,0.013436926415356,-0.0180913736853239,-0.0275338165890238,-0.0128856181503292,-0.0140272013958208,0.0290332624000803,0.0493351854130142,-0.00012698358698152,0.0264308521936551,-0.0654742790941485,-0.000581125563682602,0.00235557655879251,-0.0405912920877265,-0.0175129202476642,0.011686442277658,-0.00826715115524396,-0.0348324766114102,0.0291220335575024,-0.00400625592503766,0.0183653424259293,-0.00111477407736315,-0.0633733506623375,0.00886772617332315,0.0155647083411835,0.02523513141824,-0.0455813324281674,0.0355495970423421,0.0152368218548423,0.0440748455489274,-0.00457745989015125,0.0271485214492433,-0.0589052716933044,-0.0149717569088969,0.000777718110409177,0.0016970233146274,0.00027325720836822,0.0212538467286038,0.0443838516348047,-0.017694687532259,-0.025445764723211,-0.00745013369923087,0.0165617499995687,-0.0118944282412932,0.00115637231721234,-0.0421026813680471,0.0139031236880836,0.00233805274236809,0.0406699778360547,-0.025496495994983,-0.0172335268811077,0.0200342131048814,0.00245369428457864,-0.0231508055824192
"WorkLifeBalance4",0.0149992092265367,-0.0169540894887338,0.01630303446138,-0.0246736598184944,-0.0156966977412499,0.00659779255505643,0.00472691770836446,-0.0284720493883367,-0.0264607604781751,0.0312452466936674,-0.0120485785217351,-0.00217822558068847,0.00392745380181831,0.000649305096300589,-0.188812704739851,-0.424659777515941,1,0.00843127062265454,-0.0188951476358266,0.0163477572776641,-0.0145007071600761,0.00955314479036283,-0.0245702730494303,0.0134774124910107,0.0106455595174676,-0.0218081631783596,-0.0482844269071478,-0.00870623287775826,0.0270336834882979,-0.0217201966365164,-0.0045638315511196,-0.0343522292442715,-0.0217761477068266,-0.0285065386971373,0.00470277874766895,0.000198855209970261,0.0547289556426692,-0.00403278096762298,0.0136353323402383,-0.00590189272605026,-0.039071724650362,0.00587825975305007,0.00301245269151977,0.085203477241808,-0.0275591811023506,-0.0289184120921635,0.0357155297773159,0.0266381249606607,-0.0168291288447535,0.0404323222402294,0.00545651808275278,-0.0362415780577867,0.00751790077913963,-0.00475430395137424,0.0119256892636472,0.0423793082808786,-0.0341009360188065,-0.0180544790505281,0.014722339892,0.0273509206361323,-0.0485043265528822,-0.032060379413361,-0.0228326512904559,8.30163149759636e-05,-0.0426634741829071,0.0289464709370869,-0.00293684935740392,0.00729533210052603,0.0156327361089441,-0.0074444543733607,-0.00162143326166927,-0.047783868936765,-0.0108161212499325,0.026142027145481,0.0123928558057178,-0.0382900850437997,0.0260630730459258,-0.0299604317029785,0.0183201770142314,0.0026731372348973,-0.00588045859335511,0.00488578999456013,-0.0102644558401475,-0.0213072128959396,-0.0174179691099321,0.0120717805552712,-0.0340704134357745
"BusinessTravelTravel_Frequently",0.110314472327291,-0.00399665078505408,-0.0379572306619734,0.00585043398547251,-0.017907132876597,-0.0063402068648576,0.0190675092628286,-0.0111968167770631,-0.0162903341358938,-0.00536285782874746,0.00150026568997226,-0.017907132876597,0.00411230523319287,0.0244685804172229,0.00691756269815707,-0.00347917042411386,0.00843127062265454,1,-0.752383427690351,-0.0263820504709119,0.0428230376444391,-0.0378035025768263,0.0319975753315202,0.0516268183704108,0.0141089151111319,-0.040157193378385,0.0308505125117874,-0.054461872645955,0.0369047453400226,-0.0276706199878078,0.0128935710764003,-0.0319062756790583,-0.00761166562037348,0.0392128641668139,0.0203862296380707,0.0243898991857632,-0.0112501115137738,-0.0345151724481133,-0.0291975427890591,0.0216493920869652,0.0300633382758587,-0.00265736949380218,0.00445443166361358,-0.0204118588729539,0.00643460564027918,-0.0163949521494251,-0.00768271558410533,-0.0485412942983576,0.00328706380566196,0.0169922574362085,-0.0280879383753783,0.0126255753522153,0.0212484300850956,0.0341537524283997,0.00412009188288258,-0.00977068142108809,0.0107272557564814,-0.051384786561625,-0.0309294980161321,0.0508852640310399,-0.0240897787773113,-0.0498528510087677,0.0377132127018335,-0.0213586127212483,0.0358286482827412,-0.0237196185427217,0.0104125434095609,-0.0411539600883619,0.0287438300659388,0.00579828665565301,0.0105673181566469,0.0352166229853776,-0.00757184846458557,-0.0295621050185779,0.0212113529252152,0.0295320146145727,0.00445670649591771,-0.000789540997956812,0.0444833021784526,-0.0290377593523671,0.0156866834394286,-0.0201880008326646,0.0498481843290515,0.0452140938132666,-0.010522270371174,-0.0106604096185739,0.0102658975112125
"BusinessTravelTravel_Rarely",-0.046099885819266,0.0284323624684475,-0.0106861998423076,0.00810776331175165,0.00788169320826104,0.0316126457555496,-0.0146687214174455,-0.018284963471924,0.0370996462302519,-0.0231910642182873,0.0101130909391356,0.0143924859995014,-0.0341135845831562,-0.00943449220379302,-0.0134151462154464,0.0165943223239904,-0.0188951476358266,-0.752383427690351,1,-0.0157790143712836,-0.0081992906380796,0.0145377201004296,0.0069482101685613,-0.0504195913796489,-0.0228061678015499,0.0368935217783783,-0.0479281797162514,0.0635567424659598,-0.00213829591284687,0.0300519145570266,-0.0172800856884412,0.040192371323114,0.0158075459205029,-0.0265579875773253,-0.017445444205842,-0.0275342359264545,-0.00654840940904633,0.0245032334799995,0.0544176375337277,-0.0159898303801875,-0.0397063568980944,-0.0119412051311441,0.0269552883178804,0.0269472923605282,0.0119566993044978,0.0227715957193837,0.00475271289853923,0.0315135657247465,-0.0255502164809354,-0.0189690472873323,0.00717974765187777,0.0122946818831891,-0.0173728871784185,0.00167780774484402,-0.00327932204029461,-0.0328211276487322,-0.0254222270177164,0.0328745345671246,-0.00155556897152486,-0.0215260734119511,0.0172473977980343,0.0474893709380219,0.0105870856400947,-0.0122088097983543,-0.037887501913308,0.00540571520516362,-0.0269029410581612,0.0138083890065548,-0.0170766485345019,0.0320220434639251,-0.00483922451124521,0.00764798122351276,0.00461459343691881,0.0264481685114709,-0.0322783537839292,-0.0194533837145576,-0.0141758181250877,0.0244364967685804,-0.0212383092416826,0.0174382687506123,-0.0357161541803,0.0285596376116124,-0.0205147803628826,-0.03907415924481,0.00519874379696994,0.0132484530466316,0.0173659954850786
"DepartmentResearch...Development",-0.0141850580511918,0.0082936744978042,0.0557396601463194,-0.0282238557656715,-0.0301070714293764,0.0108640531825688,-0.00929033838940796,0.00993413193583359,-0.000852240205950313,-0.0286335339021938,0.0133017671259086,0.00838548687656614,0.00743400471279554,-0.0283242108060141,0.00801679297505066,-0.0291315005254941,0.0163477572776641,-0.0263820504709119,-0.0157790143712836,1,-0.90609918093239,0.130244261893967,-0.479757362001816,0.186405693247568,0.0605523897260823,0.0365332324742397,-0.0135188333487523,0.00762733346717055,-0.0306926956550201,-0.0213149270352669,0.0170083516669428,-0.020729743558895,0.0111683911051298,0.000857627135816322,-0.00517029327981426,-0.0070215895785134,-0.0106527643757117,0.0354183833151928,0.0261338823697645,-0.00748576473714378,0.00098518583791882,-0.0191782057174316,0.0232566094335974,-0.0246572424593324,0.0270439542323966,-0.000488111667659431,0.016389103979346,0.0163382419369523,0.0380380151470244,-0.049322898890114,0.0248280513482469,-0.0129374471066736,-0.0123421157751625,0.0193587213164126,-0.0417870520184661,0.0064422614289903,0.0217911392714588,0.021320668480123,-0.0220077196561993,0.0369159269527254,-0.0364824108107315,-0.00954492048024291,0.0123136621197706,0.00671100988514192,0.0182577898740382,0.00302728063008883,0.015351608428639,-0.0389645498363126,0.0331746562034069,-0.00166925047257451,0.00857610256556391,0.0228820101259762,-0.0171397236203032,0.0469952952665555,-0.00848153245266136,0.00515788403917365,-0.00279384688677324,-0.0103585221104258,0.0139691536412469,-0.00117551207923514,0.0408072161752661,0.0237953259595246,-0.0327947629526009,-0.00357917888725777,-0.030772436941758,0.023614195584405,0.0187709231278423
"DepartmentSales",-0.0181958317610388,-0.00364577286599107,-0.0439182668109605,0.0269219976202603,0.0345031813490805,-0.00892394878717236,0.0068000961055343,-0.0186697779816085,0.00508169230908897,0.0417572467025634,-0.0305113474066606,-0.0117644792581464,0.0055933285190456,0.0235276250053779,-0.0172915052684058,0.0351771128533286,-0.0145007071600761,0.0428230376444391,-0.0081992906380796,-0.90609918093239,1,-0.104604178596733,0.529475549804756,-0.170123070088008,-0.0599015205429758,-0.0296400065506384,0.0114791782586095,-0.0111214385060905,0.0347636742794476,0.00216848420747733,-0.00764238414534702,0.014479629002585,-0.00374109311932296,-0.0106530004157271,0.0212895875460551,0.00873044221216199,-0.00313658187249036,-0.0401225503066912,-0.037024630967601,-0.00439951207353391,0.00151055014645484,0.000358170273673746,-0.0303220374120924,0.0159476498464604,-0.0155271527410745,-0.000226707699060691,0.00471664584617866,-0.00811242490310139,-0.0212465619169119,0.0491749252731706,-0.0368281006775796,0.01731013911265,-0.00123738691433572,-0.0220923016817505,0.0306563154195784,0.00160973249546066,-0.0114645955079162,-0.00922880572471099,0.0329115201043488,-0.0395936775900369,0.0329369075244812,0.0202014669497556,0.00175863891704689,-0.00788761820052971,-0.0055272138683681,-0.0113053058050786,-0.00016788684447615,0.048278645517863,-0.0309292317449779,-0.0132131506277302,0.00433326734645351,-0.0111176071375835,0.00716623582124392,-0.0505123599341567,0.0175621326630426,-0.0176336675731964,0.0156930469857131,0.0143544542058069,-0.0091323074169095,0.00973267724462041,-0.0328630531783427,-0.0188687891790784,0.0439431011360907,0.0113933689936597,0.0210659023735124,-0.0176906129901485,-0.0237499969940422
"EducationFieldLife.Sciences",0.0122832988365608,-0.006841509778703,0.00640946350440956,-0.0119430621557759,0.0216241493582509,0.0166193813182247,0.00351256399900485,-0.0332880476190566,0.0195922437436101,0.000297040728706153,0.0104353030393332,-0.0312471780639025,-0.0157250120354487,0.0338546713885946,-0.0198283176248756,0.0130546556298943,0.00955314479036283,-0.0378035025768263,0.0145377201004296,0.130244261893967,-0.104604178596733,1,-0.292093834302213,-0.569011709760236,-0.201624269161484,-0.261418497946378,0.0118714324399277,-0.00166865735467266,-0.00281740868687404,0.00996483534220449,-0.00571719831558014,-0.0122854157096602,0.0208171876284309,0.0201567286364391,0.00932973625337137,0.000249109691878834,-0.0245868863300698,-0.0122862062434124,0.00411427228483576,0.0449583910677023,0.021291230521184,-0.00690407491689372,0.0222252242905321,-0.0225562511041079,-0.0139294073096795,-0.0348232821151796,0.0299706421576703,0.0374047667741688,-0.0184365447337272,-0.0113596088658507,-0.00514783216811445,-0.0377241423039273,-0.00183734848278383,-0.0122050043929214,-0.019028118395754,0.0368433189954479,-0.00365191941374142,0.0367288586445304,-0.0231687852056932,0.006612793690613,0.00717653173762282,0.0166804837806665,-0.0289121174402266,0.0114020372755855,-0.0147651280219363,0.019116764126874,-0.0167184626111868,-0.0222134327483124,-0.00363867949609772,0.0262390429698534,-0.0045275445148829,-0.0228645359530547,0.0147402983407877,0.00103615412595489,0.00596188954615572,-0.00780343522620541,-0.0194840748502474,0.0182292452915491,-0.0415754807372277,-0.00127157128614857,0.0300335498344858,-0.00607998850539547,0.00808738923725734,0.00892073721252167,-0.0223052569635827,-0.00788330991793053,-0.0155705418635114
"EducationFieldMarketing",-0.00365505795843653,-0.00544951545450593,-0.0339297478810181,0.0210932735255675,-0.0317915858210078,0.0196748240598774,0.00940343197873277,-0.0389658463659162,-0.0367274768703559,0.0277240567916153,-0.0341854755733952,-0.0090351133868102,-0.000576222224513794,0.0346752595132122,0.00596704031517854,0.00830375621042158,-0.0245702730494303,0.0319975753315202,0.0069482101685613,-0.479757362001816,0.529475549804756,-0.292093834302213,1,-0.238484141436627,-0.0845047472643842,-0.109565699561199,-0.0115952753228887,0.000180726231489999,0.03980433161058,0.0179429622912396,0.0168747276128216,0.0302326470074968,-0.0252582392634672,-0.0301605388653142,0.0340315764559073,0.0117720573716312,0.00310266440435832,-0.0203877563122916,-0.0116172294738257,-0.0251350638654581,-0.0302426769491429,0.00356021265783257,-0.0355832759108734,0.0177346751032139,0.036112638227473,0.0144087798052183,-0.00909316222996954,-0.0141543265190784,0.0289187680136958,-0.0175788978755709,-0.00678356080278501,0.00871159853736818,-0.0166371657017554,-0.0109258196619248,0.033278208876807,-0.011208717299413,-0.00750974434012023,-0.00988591077223643,0.0232038937547704,-0.0128785649013593,0.00801809331018526,0.0242220783533094,0.0269935203284502,-0.0288649784528394,0.00874587616018372,-0.0254448706417051,-0.00875493371364035,0.0385037829739176,0.00773939354450301,-0.0268954921784328,-0.00172346913597455,-0.0139749783318781,0.021523986464421,-0.0328880543752382,-0.00381853844590654,-0.0167317153005013,-0.00900693941887657,0.0127663084764127,0.0183635291976139,0.0181703327500703,-0.0557409099259996,-0.00128441129535838,0.0204736512960384,0.00363440380952751,0.0469738783832155,-0.0380287324030331,0.0275248381505406
"EducationFieldMedical",-0.00198257395300406,0.0321489536433806,0.0242242094578741,-0.0138562585489803,0.0151623622573005,-0.0253652218660782,-0.0174138851884117,0.0326348889875068,-0.0115234190223495,-0.00368332412677114,-0.00127906961259382,0.022783717974226,0.0205786918374217,-0.0390584189898946,-0.00802387695967076,-0.00265884082790793,0.0134774124910107,0.0516268183704108,-0.0504195913796489,0.186405693247568,-0.170123070088008,-0.569011709760236,-0.238484141436627,1,-0.164618985671617,-0.213438829297199,-0.0288789958047182,-0.0173012330610604,-0.00632154350889564,-0.00653143996602507,-0.00228636712543772,-0.00279130587226297,-0.0134484958601591,-0.0199247534788157,-0.0341733082751227,0.0293920657826012,0.0117147369299802,0.0229257182858378,-0.0156314511171086,-0.0111101553969322,0.00113031358722526,-0.024141512535308,0.0179731460375159,0.00145141965799544,-0.00907191938839419,0.0313447459461905,-0.020167016873501,-0.0329039522931012,0.0111591725892535,0.0434707683742709,0.00511275366521899,0.0399276106612377,0.00395799500730339,-0.00958424558566029,0.00480340440072348,-0.0268770395575914,0.0335184995770631,-0.020108460858228,0.0295141776599137,-0.0143492182133644,-0.0188991182620802,-0.0352288436269106,0.0208005641399966,0.013866925450627,0.0172583059217236,0.00485696442986173,-0.00598790107854278,-0.000969465037778474,0.0221575442188183,0.0146005922955806,0.00723705875268076,0.035592326543088,0.00129061995456254,-0.00186316557237386,0.00248599779922598,0.0296321545614295,0.0283578548710597,-0.00606324035669963,0.00689054592242807,0.00784709927358465,0.00650230335302806,0.00829958408856467,-0.0139360030410414,-0.00875957565892716,-0.0300217872916939,0.0421144477865076,-0.0179142715844512
"EducationFieldOther",-0.0229936561971172,-0.0026936609101252,0.00436220050403672,-0.0127431883081209,-0.0449713352699864,0.00827123994361505,0.0564157618234657,-0.0270806873573303,0.00709080358560582,-0.0501605392495866,0.0302925577687885,0.0146081085177948,-0.00983989634971698,-0.0253894152730295,-0.0177997495340157,0.0171104759552905,0.0106455595174676,0.0141089151111319,-0.0228061678015499,0.0605523897260823,-0.0599015205429758,-0.201624269161484,-0.0845047472643842,-0.164618985671617,1,-0.0756301623139951,0.0102822265181543,0.0248086451483038,0.00293648715806263,-0.0389993830361799,0.0192602478914587,-0.0206644903208148,0.014103352372782,0.002537979205437,0.00918052610853337,-0.00342780959343747,-0.0163987364770528,0.0164680686341054,0.0500631470284587,-0.0440144344795745,0.0476375583440727,0.0322529771981446,-0.035026222382384,-0.0428458000463888,0.0241244172418927,-0.019688867210913,0.0141511480174889,0.0184748841170475,-0.0136436320979225,-0.0265642789174861,0.00759198821304645,0.0183815245777098,0.00227800676596706,0.069681541890798,-0.0503462520141029,-0.00658237783031798,-0.0152487313605727,-0.00729975718836644,-0.011310424164573,0.00679538660271974,0.00292174959983021,-0.0442547178200668,0.011170826035962,-0.00557545198876,-0.000194919090355258,0.0228777665070013,0.0304222810201396,-0.0141855566677616,-0.0388328246825594,-0.0218358558994226,-0.00862707993249282,-0.0303363420145998,-0.00988605144879436,-9.93163099540446e-05,0.0110714557138509,-0.0186841606561845,-0.00872980977743565,-0.0154388874605608,-0.0175035921836026,-0.0273696458710606,0.0175527556473611,-0.0191961021447986,0.0108132777364483,0.0118402331318968,-0.024077715499349,0.00176124988152885,-0.0247755220288515
